control_id,period_month,status,metric,detail
TSUM_NET_MODEL,2024-01,CLOSE,6.5,rate=0.4668
TSUM_NET_MODEL,2024-02,SOFT,8.8,rate=0.4668
TSUM_NET_MODEL,2024-03,CLOSE,-7.2,rate=0.4668
TSUM_NET_MODEL,2024-04,SOFT,-9.1,rate=0.4668
TSUM_NET_MODEL,2024-05,CLOSE,-4.8,rate=0.4668
TSUM_NET_MODEL,2024-06,CLOSE,-0.7,rate=0.4668
TSUM_NET_MODEL,2024-07,SOFT,12.2,rate=0.4668
TSUM_NET_MODEL,2024-08,CLOSE,-5.6,rate=0.4668
TSUM_NET_MODEL,2024-09,CLOSE,-1.7,rate=0.4668
TSUM_NET_MODEL,2024-10,CLOSE,-1.7,rate=0.4668
TSUM_NET_MODEL,2024-11,CLOSE,-1.1,rate=0.4668
TSUM_NET_MODEL,2024-12,SOFT,14.5,rate=0.4668
TSUM_NET_MODEL,2025-01,CLOSE,0.8,rate=0.4668
TSUM_NET_MODEL,2025-02,CLOSE,-3.9,rate=0.4668
TSUM_NET_MODEL,2025-03,CLOSE,0.8,rate=0.4668
TSUM_NET_MODEL,2025-04,CLOSE,-3.1,rate=0.4668
TSUM_NET_MODEL,2025-05,CLOSE,0.6,rate=0.4668
TSUM_NET_MODEL,2025-06,CLOSE,7.3,rate=0.4668
TSUM_NET_MODEL,2025-07,CLOSE,-1.9,rate=0.4668
TSUM_NET_MODEL,2025-08,CLOSE,3.2,rate=0.4668
TSUM_NET_MODEL,2025-09,CLOSE,0.0,rate=0.4668
TSUM_NET_MODEL,2025-10,CLOSE,-4.0,rate=0.4668
TSUM_NET_MODEL,2025-11,CLOSE,-2.8,rate=0.4668
TSUM_NET_MODEL,2025-12,CLOSE,3.2,rate=0.4668
TSUM_NET_MODEL,2026-01,CLOSE,3.2,rate=0.4668
TSUM_NET_MODEL,2026-02,CLOSE,-2.1,rate=0.4668
TSUM_NET_MODEL,2026-03,CLOSE,0.4,rate=0.4668
TSUM_NET_MODEL,2026-04,CLOSE,1.7,rate=0.4668
TSUM_NET_MODEL,2026-05,OPEN,-100.0,rate=0.4668
TSUM_NET_MODEL,2026-06,OPEN,-100.0,rate=0.4668
BANK_DDS_CORE,2024-01,WIDE_GAP,836571.18,
BANK_DDS_CORE,2024-02,SOFT_GAP,786174.12,
BANK_DDS_CORE,2024-03,CLOSE,36426.77,
BANK_DDS_CORE,2024-04,SOFT_GAP,627941.31,
BANK_DDS_CORE,2024-05,SOFT_GAP,984354.17,
BANK_DDS_CORE,2024-06,WIDE_GAP,957596.36,
BANK_DDS_CORE,2024-07,CLOSE,70921.05,
BANK_DDS_CORE,2024-08,SOFT_GAP,227156.33,
BANK_DDS_CORE,2024-09,SOFT_GAP,-458151.99,
BANK_DDS_CORE,2024-10,CLOSE,320282.43,
BANK_DDS_CORE,2024-11,CLOSE,-178429.56,
BANK_DDS_CORE,2024-12,WIDE_GAP,1852187.69,
BANK_DDS_CORE,2025-01,SOFT_GAP,260937.78,
BANK_DDS_CORE,2025-02,CLOSE,-29862.32,
BANK_DDS_CORE,2025-03,CLOSE,210492.01,
BANK_DDS_CORE,2025-04,SOFT_GAP,656015.62,
BANK_DDS_CORE,2025-05,CLOSE,236418.15,
BANK_DDS_CORE,2025-06,SOFT_GAP,569800.55,
BANK_DDS_CORE,2025-07,SOFT_GAP,509531.34,
BANK_DDS_CORE,2025-08,CLOSE,-155365.06,
BANK_DDS_CORE,2025-09,CLOSE,870.34,
BANK_DDS_CORE,2025-10,CLOSE,-89989.79,
BANK_DDS_CORE,2025-11,CLOSE,-171223.93,
BANK_DDS_CORE,2025-12,CLOSE,6509.02,
BANK_DDS_CORE,2026-01,CLOSE,-173742.37,
BANK_DDS_CORE,2026-02,WIDE_GAP,-1499972.03,
BANK_DDS_CORE,2026-03,CLOSE,-220945.21,
BANK_DDS_CORE,2026-04,CLOSE,-122779.52,
BANK_DDS_CORE,2026-05,CLOSE,299357.72,
BANK_DDS_CORE,2026-06,BANK_ONLY,5549424.35,
TAX_CASH_BANK,2024-01,GAP,36000.0,
TAX_CASH_BANK,2024-02,CLOSE,-0.0,
TAX_CASH_BANK,2024-03,CLOSE,0.0,
TAX_CASH_BANK,2024-04,CLOSE,-0.0,
TAX_CASH_BANK,2024-05,CLOSE,-174673.51,
TAX_CASH_BANK,2024-06,CLOSE,-0.0,
TAX_CASH_BANK,2024-07,CLOSE,40200.0,
TAX_CASH_BANK,2024-08,CLOSE,0.0,
TAX_CASH_BANK,2024-09,CLOSE,0.0,
TAX_CASH_BANK,2024-10,SOFT_GAP,147180.0,
TAX_CASH_BANK,2024-11,CLOSE,0.0,
TAX_CASH_BANK,2024-12,CLOSE,0.0,
TAX_CASH_BANK,2025-01,CLOSE,0.0,
TAX_CASH_BANK,2025-02,CLOSE,0.0,
TAX_CASH_BANK,2025-03,CLOSE,4100.0,
TAX_CASH_BANK,2025-04,CLOSE,4834.0,
TAX_CASH_BANK,2025-05,CLOSE,0.0,
TAX_CASH_BANK,2025-06,CLOSE,0.0,
TAX_CASH_BANK,2025-07,CLOSE,42000.0,
TAX_CASH_BANK,2025-08,SOFT_GAP,77410.0,
TAX_CASH_BANK,2025-09,CLOSE,0.0,
TAX_CASH_BANK,2025-10,CLOSE,35500.0,
TAX_CASH_BANK,2025-11,CLOSE,0.0,
TAX_CASH_BANK,2025-12,CLOSE,0.0,
TAX_CASH_BANK,2026-01,CLOSE,46151.27,
TAX_CASH_BANK,2026-02,CLOSE,0.0,
TAX_CASH_BANK,2026-03,CLOSE,0.0,
TAX_CASH_BANK,2026-04,CLOSE,-0.0,
TAX_CASH_BANK,2026-05,CLOSE,0.0,
TAX_CASH_BANK,2026-06,SOFT_GAP,-30900.0,
B2B_SETTLE_BANK,ALL,PARTIAL,39/54,open=15
PAYROLL_MULTI,2024-01,CLOSE,0.0,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-01,CLOSE,-2393.83,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-02,CLOSE,0.21,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-02,CLOSE,-5725.66,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-03,CLOSE,0.23,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-03,CLOSE,-10849.1,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-04,CLOSE,-0.42,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-04,CLOSE,-7641.91,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-05,CLOSE,-0.3,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-05,CLOSE,-5131.71,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-06,CLOSE,0.0,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-06,CLOSE,-4802.21,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-07,CLOSE,0.0,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-07,CLOSE,-5010.79,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-08,CLOSE,-0.0,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-08,CLOSE,-139895.0,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-09,CLOSE,0.0,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-09,CLOSE,-2955.53,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-10,CLOSE,0.0,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-10,CLOSE,-4503.75,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-11,CLOSE,0.0,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-11,CLOSE,-6681.86,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2024-12,CLOSE,-0.0,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2024-12,CLOSE,-40421.04,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-01,CLOSE,444228.63,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-01,CLOSE,-5282.71,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-02,CLOSE,693444.66,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-02,CLOSE,-5151.75,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-03,CLOSE,720017.92,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-03,CLOSE,-5397.82,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-04,CLOSE,931896.94,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-04,CLOSE,-44706.18,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-05,CLOSE,599816.83,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-05,CLOSE,-5121.36,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-06,CLOSE,775148.78,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-06,CLOSE,-31233.98,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-07,SOFT,932816.18,EXPENSE_VS_DDS
PAYROLL_DDS_BANK,2025-07,SOFT,-266300.38,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-08,CLOSE,936233.24,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-08,CLOSE,-5855.45,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-09,CLOSE,778405.54,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-09,CLOSE,-5017.75,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-10,CLOSE,901903.18,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-10,CLOSE,-7256.38,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-11,CLOSE,1083516.62,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-11,CLOSE,-69061.2,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2025-12,CLOSE,1330136.89,DDS_VS_BANK
PAYROLL_DDS_BANK,2025-12,CLOSE,-19984.75,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2026-01,CLOSE,840652.41,DDS_VS_BANK
PAYROLL_DDS_BANK,2026-01,CLOSE,-10026.76,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2026-02,CLOSE,475944.0,DDS_VS_BANK
PAYROLL_DDS_BANK,2026-02,CLOSE,-3748.54,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2026-03,CLOSE,1770731.48,DDS_VS_BANK
PAYROLL_DDS_BANK,2026-03,CLOSE,-8034.96,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2026-04,CLOSE,1162241.11,DDS_VS_BANK
PAYROLL_DDS_BANK,2026-04,CLOSE,-9373.03,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2026-05,CLOSE,1165533.41,DDS_VS_BANK
PAYROLL_DDS_BANK,2026-05,CLOSE,-11705.3,dds_oplata_truda vs bank_zp_like
PAYROLL_MULTI,2026-06,CLOSE,3223054.94,EXPENSE_VS_BANK
PAYROLL_DDS_BANK,2026-06,RIGHT_ONLY,-3144056.87,dds_oplata_truda vs bank_zp_like
OPEX_MULTI,2024-01,CLOSE,25414.35,CLEAN_VS_BANK
OPEX_CLEAN_BANK,2024-01,CLOSE,25414.35,operating buckets vs bank
OPEX_DDS_BANK,2024-01,CLOSE,-169175.1,DDS BN vs bank operating
OPEX_MULTI,2024-02,CLOSE,-57401.15,CLEAN_VS_BANK
OPEX_CLEAN_BANK,2024-02,CLOSE,-57401.15,operating buckets vs bank
OPEX_DDS_BANK,2024-02,CLOSE,-226108.41,DDS BN vs bank operating
OPEX_MULTI,2024-03,CLOSE,1041163.0,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2024-03,SOFT,1041163.0,operating buckets vs bank
OPEX_DDS_BANK,2024-03,CLOSE,335751.16,DDS BN vs bank operating
OPEX_MULTI,2024-04,CLOSE,-810288.8,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2024-04,SOFT,-810288.8,operating buckets vs bank
OPEX_DDS_BANK,2024-04,CLOSE,167220.47,DDS BN vs bank operating
OPEX_MULTI,2024-05,SOFT,-2179501.48,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2024-05,WIDE_GAP,-2179501.48,operating buckets vs bank
OPEX_DDS_BANK,2024-05,SOFT,-592057.56,DDS BN vs bank operating
OPEX_MULTI,2024-06,CLOSE,88520.45,CLEAN_VS_BANK
OPEX_CLEAN_BANK,2024-06,CLOSE,88520.45,operating buckets vs bank
OPEX_DDS_BANK,2024-06,SOFT,-463924.92,DDS BN vs bank operating
OPEX_MULTI,2024-07,CLOSE,-2019327.11,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2024-07,WIDE_GAP,-2019327.11,operating buckets vs bank
OPEX_DDS_BANK,2024-07,CLOSE,127974.45,DDS BN vs bank operating
OPEX_MULTI,2024-08,CLOSE,-10351.96,CLEAN_VS_BANK
OPEX_CLEAN_BANK,2024-08,CLOSE,-10351.96,operating buckets vs bank
OPEX_DDS_BANK,2024-08,CLOSE,-142799.24,DDS BN vs bank operating
OPEX_MULTI,2024-09,CLOSE,39324.94,CLEAN_VS_BANK
OPEX_CLEAN_BANK,2024-09,CLOSE,39324.94,operating buckets vs bank
OPEX_DDS_BANK,2024-09,SOFT,757915.5,DDS BN vs bank operating
OPEX_MULTI,2024-10,CLOSE,-2724822.15,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2024-10,WIDE_GAP,-2724822.15,operating buckets vs bank
OPEX_DDS_BANK,2024-10,CLOSE,-85825.85,DDS BN vs bank operating
OPEX_MULTI,2024-11,CLOSE,412431.69,CLEAN_VS_BANK
OPEX_CLEAN_BANK,2024-11,CLOSE,412431.69,operating buckets vs bank
OPEX_DDS_BANK,2024-11,SOFT,581993.39,DDS BN vs bank operating
OPEX_MULTI,2024-12,CLOSE,-765137.43,CLEAN_VS_BANK
OPEX_CLEAN_BANK,2024-12,CLOSE,-765137.43,operating buckets vs bank
OPEX_DDS_BANK,2024-12,SOFT,-966022.19,DDS BN vs bank operating
OPEX_MULTI,2025-01,CLOSE,84171.38,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-01,CLOSE,84171.38,operating buckets vs bank
OPEX_DDS_BANK,2025-01,CLOSE,-15450.89,DDS BN vs bank operating
OPEX_MULTI,2025-02,CLOSE,-145767.75,CLEAN_VS_BANK
OPEX_CLEAN_BANK,2025-02,CLOSE,-145767.75,operating buckets vs bank
OPEX_DDS_BANK,2025-02,CLOSE,222264.86,DDS BN vs bank operating
OPEX_MULTI,2025-03,CLOSE,132722.72,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-03,CLOSE,132722.72,operating buckets vs bank
OPEX_DDS_BANK,2025-03,CLOSE,57555.61,DDS BN vs bank operating
OPEX_MULTI,2025-04,CLOSE,-2596259.11,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-04,WIDE_GAP,-2596259.11,operating buckets vs bank
OPEX_DDS_BANK,2025-04,CLOSE,-391007.67,DDS BN vs bank operating
OPEX_MULTI,2025-05,CLOSE,191958.77,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-05,CLOSE,191958.77,operating buckets vs bank
OPEX_DDS_BANK,2025-05,CLOSE,-37612.07,DDS BN vs bank operating
OPEX_MULTI,2025-06,CLOSE,-1210166.44,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-06,SOFT,-1210166.44,operating buckets vs bank
OPEX_DDS_BANK,2025-06,CLOSE,-304033.05,DDS BN vs bank operating
OPEX_MULTI,2025-07,CLOSE,-2155135.92,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-07,SOFT,-2155135.92,operating buckets vs bank
OPEX_DDS_BANK,2025-07,CLOSE,-396774.53,DDS BN vs bank operating
OPEX_MULTI,2025-08,CLOSE,-466552.84,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-08,SOFT,-466552.84,operating buckets vs bank
OPEX_DDS_BANK,2025-08,CLOSE,181108.06,DDS BN vs bank operating
OPEX_MULTI,2025-09,CLOSE,-544892.06,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-09,SOFT,-544892.06,operating buckets vs bank
OPEX_DDS_BANK,2025-09,CLOSE,29550.1,DDS BN vs bank operating
OPEX_MULTI,2025-10,CLOSE,-1544917.61,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-10,SOFT,-1544917.61,operating buckets vs bank
OPEX_DDS_BANK,2025-10,CLOSE,161553.04,DDS BN vs bank operating
OPEX_MULTI,2025-11,CLOSE,-397888.33,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-11,CLOSE,-397888.33,operating buckets vs bank
OPEX_DDS_BANK,2025-11,CLOSE,292304.08,DDS BN vs bank operating
OPEX_MULTI,2025-12,CLOSE,-836362.04,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2025-12,CLOSE,-836362.04,operating buckets vs bank
OPEX_DDS_BANK,2025-12,CLOSE,28707.98,DDS BN vs bank operating
OPEX_MULTI,2026-01,CLOSE,-671387.84,HUB_VS_BANK
OPEX_CLEAN_BANK,2026-01,SOFT,-671387.84,operating buckets vs bank
OPEX_DDS_BANK,2026-01,CLOSE,205889.96,DDS BN vs bank operating
OPEX_MULTI,2026-02,CLOSE,1159271.57,HUB_VS_BANK
OPEX_CLEAN_BANK,2026-02,SOFT,1159271.57,operating buckets vs bank
OPEX_DDS_BANK,2026-02,SOFT,1539469.69,DDS BN vs bank operating
OPEX_MULTI,2026-03,CLOSE,-1485986.09,HUB_VS_BANK
OPEX_CLEAN_BANK,2026-03,SOFT,-1485986.09,operating buckets vs bank
OPEX_DDS_BANK,2026-03,CLOSE,354751.83,DDS BN vs bank operating
OPEX_MULTI,2026-04,CLOSE,-2879986.04,HUB_VS_BANK
OPEX_CLEAN_BANK,2026-04,WIDE_GAP,-2879986.04,operating buckets vs bank
OPEX_DDS_BANK,2026-04,CLOSE,206599.32,DDS BN vs bank operating
OPEX_MULTI,2026-05,CLOSE,-1140853.04,DDS_BN_VS_BANK
OPEX_CLEAN_BANK,2026-05,SOFT,-1140853.04,operating buckets vs bank
OPEX_DDS_BANK,2026-05,CLOSE,-236343.75,DDS BN vs bank operating
OPEX_MULTI,2026-06,CLOSE,-309866.55,HUB_VS_BANK
OPEX_CLEAN_BANK,2026-06,CLOSE,-309866.55,operating buckets vs bank
OPEX_DDS_BANK,2026-06,RIGHT_ONLY,,DDS BN vs bank operating
