period_month,channel_raw,channel,amount_eur,amount_rub_fx100,fx_policy,source,source_file_id,so_t,note
2024-01,Salon+Shop,MD_INDIVIDUAL,63836.0,6383600.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-02,ЦУМ,TSUM_B2B,24983.15,2498315.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-03,ЦУМ,TSUM_B2B,16895.0,1689500.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-04,ЦУМ,TSUM_B2B,10792.62,1079262.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-05,ЦУМ,TSUM_B2B,21979.04,2197904.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-06,ЦУМ,TSUM_B2B,27313.29,2731329.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-07,ЦУМ,TSUM_B2B,40129.62,4012962.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-08,ЦУМ,TSUM_B2B,25163.01,2516301.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-09,ЦУМ,TSUM_B2B,9980.4,998040.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-10,ЦУМ,TSUM_B2B,23245.3,2324530.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-11,ЦУМ,TSUM_B2B,16441.35,1644135.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-12,ЦУМ,TSUM_B2B,11990.03,1199003.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-09,Сочи,OTHER_REGIONAL,1715.0,171500.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-07,Альдо Копп,OTHER_REGIONAL,1255.61,125561.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-08,Альдо Копп,OTHER_REGIONAL,3330.81,333081.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-10,Альдо Копп,OTHER_REGIONAL,1152.18,115218.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-03,Тюмень,OTHER_REGIONAL,5919.0,591900.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-04,Вебинар,OTHER_REGIONAL,217.89,21789.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-05,Вебинар,OTHER_REGIONAL,701.05,70105.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2024-06,Вебинар,OTHER_REGIONAL,1106.84,110684.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-01,Salon+Shop,MD_INDIVIDUAL,77023.0,7702300.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-02,Salon+Shop,MD_INDIVIDUAL,367888.0,36788800.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-03,Salon+Shop,MD_INDIVIDUAL,137281.0,13728100.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-04,Salon+Shop,MD_INDIVIDUAL,192370.0,19237000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,Salon+Shop,MD_INDIVIDUAL,207701.0,20770100.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-06,Salon+Shop,MD_INDIVIDUAL,214728.0,21472800.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-07,Salon+Shop,MD_INDIVIDUAL,252254.0,25225400.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-08,Salon+Shop,MD_INDIVIDUAL,31181.0,3118100.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-09,Salon+Shop,MD_INDIVIDUAL,156103.0,15610300.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-10,Salon+Shop,MD_INDIVIDUAL,259389.0,25938900.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-11,Salon+Shop,MD_INDIVIDUAL,197527.0,19752700.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-12,Salon+Shop,MD_INDIVIDUAL,232401.0,23240100.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-01,ИМ,IM,10141.0,1014100.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-02,ИМ,IM,13156.45,1315645.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-03,ИМ,IM,29683.69,2968369.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-04,ИМ,IM,19877.93,1987793.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,ИМ,IM,18189.86,1818986.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-06,ИМ,IM,13490.47,1349047.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-07,ИМ,IM,16651.15,1665115.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-08,ИМ,IM,37590.08,3759008.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-09,ИМ,IM,4915.34,491534.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-10,ИМ,IM,13886.84,1388684.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-11,ИМ,IM,21650.05,2165005.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-12,ИМ,IM,18087.68,1808768.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-06,возврат депозита,OTHER_RETURNS,-11480.56,-1148056.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-03,возврат ИМ,IM,-436.5,-43650.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-06,возврат ИМ,IM,-308.2,-30820.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-10,возврат ИМ,IM,-1496.0,-149600.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-11,возврат ИМ,IM,-867.6,-86760.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-01,Марьяна SR,OTHER_REGIONAL,100.0,10000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-01,Владивосток,OTHER_REGIONAL,698.5,69850.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-02,Владивосток,OTHER_REGIONAL,191.28,19128.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-01,Жуковский,OTHER_REGIONAL,589.58,58958.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-06,Жуковский,OTHER_REGIONAL,100.0,10000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-01,Иваново,OTHER_REGIONAL,2554.76,255476.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,Иваново,OTHER_REGIONAL,684.0,68400.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-08,Иваново,OTHER_REGIONAL,78.0,7800.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-06,Краснодар,OTHER_REGIONAL,200.0,20000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,Махачкала,OTHER_REGIONAL,1477.82,147782.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,Пенза,OTHER_REGIONAL,273.0,27300.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-07,Пенза,OTHER_REGIONAL,669.61,66961.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-02,Сочи,OTHER_REGIONAL,1715.0,171500.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,Сочи,OTHER_REGIONAL,1000.0,100000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,Королев,OTHER_REGIONAL,3048.54,304854.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,НБ-Ритейл (Белгород),OTHER_REGIONAL,832.9,83290.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-10,СИЗОНС,OTHER_REGIONAL,1959.03,195903.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-01,ЦУМ,TSUM_B2B,23372.8,2337280.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-02,ЦУМ,TSUM_B2B,14340.09,1434009.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-03,ЦУМ,TSUM_B2B,12965.78,1296578.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-04,ЦУМ,TSUM_B2B,9238.25,923825.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-05,ЦУМ,TSUM_B2B,21119.45,2111945.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-06,ЦУМ,TSUM_B2B,10833.94,1083394.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-07,ЦУМ,TSUM_B2B,29224.55,2922455.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-08,ЦУМ,TSUM_B2B,26799.23,2679923.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-09,ЦУМ,TSUM_B2B,17296.69,1729669.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-10,ЦУМ,TSUM_B2B,23530.92,2353092.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-11,ЦУМ,TSUM_B2B,13702.65,1370265.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-12,ЦУМ,TSUM_B2B,19513.3,1951330.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-01,Хабаровск,OTHER_REGIONAL,2000.0,200000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2025-02,Хабаровск,OTHER_REGIONAL,3000.0,300000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-01,Salon+Shop,MD_INDIVIDUAL,74560.0,7456000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-02,Salon+Shop,MD_INDIVIDUAL,200940.0,20094000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-03,Salon+Shop,MD_INDIVIDUAL,150875.0,15087500.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-04,Salon+Shop,MD_INDIVIDUAL,278197.0,27819700.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-05,Salon+Shop,MD_INDIVIDUAL,161608.0,16160800.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-01,ИМ,IM,15623.8,1562380.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-02,ИМ,IM,7612.1,761210.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-03,ИМ,IM,6365.1,636510.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-04,ИМ,IM,31790.51,3179051.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-05,ИМ,IM,14041.79,1404179.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-01,возврат депозита,OTHER_RETURNS,-4200.0,-420000.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-05,возврат ИМ,IM,-1788.0,-178800.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-01,ЦУМ,TSUM_B2B,32783.01,3278301.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-02,ЦУМ,TSUM_B2B,9842.89,984289.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-03,ЦУМ,TSUM_B2B,18432.83,1843283.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-04,ЦУМ,TSUM_B2B,19128.13,1912813.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
2026-05,ЦУМ,TSUM_B2B,14548.51,1454851.0,100.0,SALES_DDS_INCOME,FILE-007,N,Income from SALES DDS sheet; not W4 goods sales_lines
