budget_id,period_month,article,section,plan_eur,fact_eur,variance_eur,variance_pct,plan_rub_fx100,fact_rub_fx100,opex_bucket_map,source_file,source_file_id,unit_assumption,so_t
BUD2025H2,2025-11,"Расходы на помещения (ремонт, коммуналка)",expense,3900.0,3923.0,23.0,0.6,390000.0,392300.0,RENT,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,"Расходы на помещения (ремонт, коммуналка)",expense,4000.0,7276.0,3276.0,81.9,400000.0,727600.0,RENT,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Производство продукции (аутсорсинг),expense,12000.0,12722.0,722.0,6.0,1200000.0,1272200.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Производство продукции (аутсорсинг),expense,20000.0,9682.0,-10318.0,-51.6,2000000.0,968200.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Производство продукции (аутсорсинг),expense,20000.0,6612.0,-13388.0,-66.9,2000000.0,661200.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Производство продукции (аутсорсинг),expense,10000.0,13712.0,3712.0,37.1,1000000.0,1371200.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Производство продукции (аутсорсинг),expense,20000.0,14080.0,-5920.0,-29.6,2000000.0,1408000.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Производство продукции (аутсорсинг),expense,20000.0,18813.0,-1187.0,-5.9,2000000.0,1881300.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Производство продукции (за рубежом),expense,,465.0,,,,46500.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Производство продукции (за рубежом),expense,,880.0,,,,88000.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Производство продукции (за рубежом),expense,,0.0,,,,0.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Производство продукции (за рубежом),expense,9000.0,6000.0,-3000.0,-33.3,900000.0,600000.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Производство продукции (за рубежом),expense,3000.0,6825.0,3825.0,127.5,300000.0,682500.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,"Материалы (ткани, фурнитура)",expense,15000.0,9029.0,-5971.0,-39.8,1500000.0,902900.0,MATERIALS_MEMO,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,"Материалы (ткани, фурнитура)",expense,10000.0,5636.0,-4364.0,-43.6,1000000.0,563600.0,MATERIALS_MEMO,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,"Материалы (ткани, фурнитура)",expense,20000.0,10825.0,-9175.0,-45.9,2000000.0,1082500.0,MATERIALS_MEMO,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,"Материалы (ткани, фурнитура)",expense,15000.0,13219.0,-1781.0,-11.9,1500000.0,1321900.0,MATERIALS_MEMO,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,"Материалы (ткани, фурнитура)",expense,10000.0,9122.0,-878.0,-8.8,1000000.0,912200.0,MATERIALS_MEMO,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,"Материалы (ткани, фурнитура)",expense,15000.0,7806.0,-7194.0,-48.0,1500000.0,780600.0,MATERIALS_MEMO,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,"Расходы на товар (кофры, коробки, бумага, вешалки)",expense,529.8105263157895,605.0,75.19,14.2,52981.05,60500.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,"Расходы на товар (кофры, коробки, бумага, вешалки)",expense,123.3157894736842,45.0,-78.32,-63.5,12331.58,4500.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,"Расходы на товар (кофры, коробки, бумага, вешалки)",expense,166.654,200.0,33.35,20.0,16665.4,20000.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,"Расходы на товар (кофры, коробки, бумага, вешалки)",expense,424.882,3140.0,2715.12,639.0,42488.2,314000.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,"Расходы на товар (кофры, коробки, бумага, вешалки)",expense,3059.88,976.0,-2083.88,-68.1,305988.0,97600.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,"Расходы на товар (кофры, коробки, бумага, вешалки)",expense,223.85,0.0,-223.85,-100.0,22385.0,0.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Заработная плата,expense,80000.0,112251.0,32251.0,40.3,8000000.0,11225100.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Заработная плата,expense,80000.0,84457.0,4457.0,5.6,8000000.0,8445700.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Заработная плата,expense,85000.0,66130.0,-18870.0,-22.2,8500000.0,6613000.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Заработная плата,expense,85000.0,83284.0,-1716.0,-2.0,8500000.0,8328400.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Заработная плата,expense,85000.0,90983.0,5983.0,7.0,8500000.0,9098300.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Заработная плата,expense,190000.0,184369.0,-5631.0,-3.0,19000000.0,18436900.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,"Налоги с зарплаты (НДФЛ, страх.взн)",expense,10000.0,9328.0,-672.0,-6.7,1000000.0,932800.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,"Налоги с зарплаты (НДФЛ, страх.взн)",expense,11200.0,9362.0,-1838.0,-16.4,1120000.0,936200.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,"Налоги с зарплаты (НДФЛ, страх.взн)",expense,11200.0,7784.0,-3416.0,-30.5,1120000.0,778400.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,"Налоги с зарплаты (НДФЛ, страх.взн)",expense,11200.0,9019.0,-2181.0,-19.5,1120000.0,901900.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,"Налоги с зарплаты (НДФЛ, страх.взн)",expense,11200.0,10835.0,-365.0,-3.3,1120000.0,1083500.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,"Налоги с зарплаты (НДФЛ, страх.взн)",expense,11200.0,13301.0,2101.0,18.8,1120000.0,1330100.0,PAYROLL,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Налоги с доходов,expense,30000.0,20158.0,-9842.0,-32.8,3000000.0,2015800.0,TAX,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Налоги с доходов,expense,,5342.0,,,,534200.0,TAX,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Налоги с доходов,expense,,4895.0,,,,489500.0,TAX,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Налоги с доходов,expense,33000.0,13554.0,-19446.0,-58.9,3300000.0,1355400.0,TAX,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Налоги с доходов,expense,,4449.0,,,,444900.0,TAX,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Налоги с доходов,expense,,4986.0,,,,498600.0,TAX,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Производственные расходы,expense,1650.0,573.0,-1077.0,-65.3,165000.0,57300.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Производственные расходы,expense,400.0,180.0,-220.0,-55.0,40000.0,18000.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Производственные расходы,expense,1000.0,1135.0,135.0,13.5,100000.0,113500.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Производственные расходы,expense,500.0,739.0,239.0,47.8,50000.0,73900.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Производственные расходы,expense,150.0,771.0,621.0,414.0,15000.0,77100.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Производственные расходы,expense,120.0,1059.0,939.0,782.5,12000.0,105900.0,OUTSOURCE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Офисные расходы,expense,1500.0,2091.0,591.0,39.4,150000.0,209100.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Офисные расходы,expense,1300.0,1495.0,195.0,15.0,130000.0,149500.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Офисные расходы,expense,600.0,930.0,330.0,55.0,60000.0,93000.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Офисные расходы,expense,800.0,2283.0,1483.0,185.4,80000.0,228300.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Офисные расходы,expense,350.0,2328.0,1978.0,565.1,35000.0,232800.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Офисные расходы,expense,1100.0,1969.0,869.0,79.0,110000.0,196900.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Представительские расходы,expense,1600.0,96011.0,94411.0,5900.7,160000.0,9601100.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Представительские расходы,expense,1900.0,17052.0,15152.0,797.5,190000.0,1705200.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Представительские расходы,expense,13200.0,3996.0,-9204.0,-69.7,1320000.0,399600.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Представительские расходы,expense,2800.0,37640.0,34840.0,1244.3,280000.0,3764000.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Представительские расходы,expense,8300.0,48875.0,40575.0,488.9,830000.0,4887500.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Представительские расходы,expense,67000.0,7144.0,-59856.0,-89.3,6700000.0,714400.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Транспортные расходы,expense,1850.0,2969.0,1119.0,60.5,185000.0,296900.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Транспортные расходы,expense,1850.0,1471.0,-379.0,-20.5,185000.0,147100.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Транспортные расходы,expense,1850.0,1215.0,-635.0,-34.3,185000.0,121500.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Транспортные расходы,expense,1850.0,2018.0,168.0,9.1,185000.0,201800.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Транспортные расходы,expense,1850.0,2083.0,233.0,12.6,185000.0,208300.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Транспортные расходы,expense,1850.0,2661.0,811.0,43.8,185000.0,266100.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Командировочные расходы,expense,2700.0,4697.0,1997.0,74.0,270000.0,469700.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Командировочные расходы,expense,,0.0,,,,0.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Командировочные расходы,expense,,2587.0,,,,258700.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Командировочные расходы,expense,618.51,,,,61851.0,,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Командировочные расходы,expense,2352.25,10104.0,7751.75,329.5,235225.0,1010400.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Командировочные расходы,expense,7018.74,3281.0,-3737.74,-53.3,701874.0,328100.0,LOGISTICS,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Агентское вознаграждение,expense,60.0,160.0,100.0,166.7,6000.0,16000.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Агентское вознаграждение,expense,150.0,0.0,-150.0,-100.0,15000.0,0.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Агентское вознаграждение,expense,500.0,12.0,-488.0,-97.6,50000.0,1200.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Агентское вознаграждение,expense,500.0,,,,50000.0,,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Агентское вознаграждение,expense,250.0,784.0,534.0,213.6,25000.0,78400.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Агентское вознаграждение,expense,2000.0,6204.0,4204.0,210.2,200000.0,620400.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Услуги банка (вкл. эквайринг),expense,1200.0,1095.0,-105.0,-8.8,120000.0,109500.0,ACQUIRING_FEE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Услуги банка (вкл. эквайринг),expense,1200.0,825.0,-375.0,-31.2,120000.0,82500.0,ACQUIRING_FEE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Услуги банка (вкл. эквайринг),expense,1200.0,1122.0,-78.0,-6.5,120000.0,112200.0,ACQUIRING_FEE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Услуги банка (вкл. эквайринг),expense,1200.0,1611.0,411.0,34.2,120000.0,161100.0,ACQUIRING_FEE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Услуги банка (вкл. эквайринг),expense,1200.0,3673.0,2473.0,206.1,120000.0,367300.0,ACQUIRING_FEE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Услуги банка (вкл. эквайринг),expense,1200.0,3068.0,1868.0,155.7,120000.0,306800.0,ACQUIRING_FEE,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Сайт,expense,,0.0,,,,0.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Сайт,expense,400.0,0.0,-400.0,-100.0,40000.0,0.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Сайт,expense,600.0,435.0,-165.0,-27.5,60000.0,43500.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Сайт,expense,400.0,0.0,-400.0,-100.0,40000.0,0.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Сайт,expense,,775.0,,,,77500.0,MARKETING,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,Юридические услуги,expense,,370.0,,,,37000.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,Юридические услуги,expense,,0.0,,,,0.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Юридические услуги,expense,,475.0,,,,47500.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Юридические услуги,expense,,581.0,,,,58100.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Юридические услуги,expense,,0.0,,,,0.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Юридические услуги,expense,280.0,0.0,-280.0,-100.0,28000.0,0.0,OPEX_OTHER,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,Резервный фонд,expense,1500.0,,,,150000.0,,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,Резервный фонд,expense,1500.0,,,,150000.0,,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,Резервный фонд,expense,1500.0,,,,150000.0,,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,Резервный фонд,expense,1500.0,,,,150000.0,,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-07,ИТОГО,expense,168489.8105263158,284852.0,116362.19,69.1,16848981.05,28485200.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-08,ИТОГО,expense,141323.31578947368,148503.0,7179.68,5.1,14132331.58,14850300.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-09,ИТОГО,expense,169116.654,120273.0,-48843.65,-28.9,16911665.4,12027300.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-10,ИТОГО,expense,176193.392,192921.0,16727.61,9.5,17619339.2,19292100.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-11,ИТОГО,expense,167112.13,217662.0,50549.87,30.2,16711213.0,21766200.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2025H2,2025-12,ИТОГО,expense,335232.58999999997,279845.0,-55387.59,-16.5,33523259.0,27984500.0,UNMAPPED,Бюджет 2-е полугодие 2025(1).xlsx,SRC-47B23059C048,EUR_LIKE,N
BUD2026,2026-01,Поступления,income,134000.0,118766.81,-15233.19,-11.4,13400000.0,11876681.0,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-02,Поступления,income,282000.0,218394.89,-63605.11,-22.6,28200000.0,21839489.0,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-03,Поступления,income,348500.0,175673.0,-172827.0,-49.6,34850000.0,17567300.0,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-04,Поступления,income,315000.0,329116.0,14116.0,4.5,31500000.0,32911600.0,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-05,Поступления,income,247000.0,188411.0,-58589.0,-23.7,24700000.0,18841100.0,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-06,Поступления,income,288500.0,,,,28850000.0,,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-07,Поступления,income,292000.0,,,,29200000.0,,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-08,Поступления,income,192000.0,,,,19200000.0,,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-09,Поступления,income,270500.0,,,,27050000.0,,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-10,Поступления,income,295000.0,,,,29500000.0,,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-11,Поступления,income,296000.0,,,,29600000.0,,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-12,Поступления,income,569500.0,,,,56950000.0,,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
BUD2026,2026-01,Salon+Shop,income,100000.0,70360.0,-29640.0,-29.6,10000000.0,7036000.0,UNMAPPED,Бюджет 2026.xlsx,SRC-7B59F03FC58C,EUR_LIKE,N
