edge_id,counterparty_id,supplier_name,inn,bank_payment_id,payment_date,period_month,amount,purpose,source_bank
SE-ccd2309a6bed4e4f,CP-658a10f8e8ec9db5,"ООО ""ТК ПЕТРОМИКС""",7716818350,293269c132a7c5ec,2025-06-25,2025-06,122728.0,"Оплата по сч. 3616 от 24.06.2025 г. за ткани пальтовые В том числе НДС (20%) - 20454,66 руб.",VTB
SE-291690c49fdaf8f1,CP-45b3db214586c684,ИП Мегре Сара Тимуровна,771687755025,a8fe38ec1c7fa9f4,2024-03-01,2024-03,40950.0,Оплата по сч. 66 от 29.02.2024 г.  за ткань НДС не облагается,ALFA
SE-82c4563a559ca528,CP-45b3db214586c684,ИП Мегре Сара Тимуровна,771687755025,ad1a3a3cca266078,2026-06-10,2026-06,6600.0,"Оплата за ткани по сч. 214 от 10.06.2026. В том числе НДС 5%, 314.29 руб.",ALFA
SE-8b84ab0a3d788fce,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,394a2b6f2b441173,2024-03-20,2024-03,29416.22,"Оплата по сч. 1367 от 14.03.2024 за ткань В том числе НДС 20%, 4902.70 руб.",ALFA
SE-2388c730ffe989b2,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,1f287b6635f3914b,2024-04-04,2024-04,29416.22,"Оплата по сч. 1866 от 04.04.2024 г. за бархат, В том числе НДС 20%, 4902.70 руб.",ALFA
SE-cc684733f3a66704,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,cda2a29b00d5c7e2,2024-09-06,2024-09,16201.71,"Оплата по сч. 4058 от 06.09.2024 г. за ткани. В том числе НДС 20%, 2700.29 руб.",ALFA
SE-3fdbe06d7c26aa0d,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,9b0e452e54250e3f,2024-10-09,2024-10,5601.75,"Оплата по сч. 4546 от 09.10.2024 г. за ткани. В том числе НДС 20%, 933.63 руб.",ALFA
SE-572a837a03c2cc9c,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,4baa7da6e14f4093,2024-11-26,2024-11,7430.47,"Оплата по сч. 5455 от 26.11.2024 г. за ткани. В том числе НДС 20%, 1238.41 руб.",ALFA
SE-adc7d4df29e18f5c,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,3eb51ad2df6cfc0e,2024-12-03,2024-12,16458.0,"Оплата по сч. 5584 от 03.12.2024 г. за ткани. В том числе НДС 20%, 2743.00 руб.",ALFA
SE-4704891c77c381f0,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,d06fc3e7fbc4fad0,2024-12-11,2024-12,29946.15,"Оплата по сч. 5798 от 11.12.2024 г. за ткани. В том числе НДС 20%, 4991.03 руб.",ALFA
SE-6673e52381c343dd,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,17e9e84175828a2c,2024-12-17,2024-12,32891.9,"Оплата по сч. 5858 от 17.12.2024 г. за ткани. В том числе НДС 20%, 5481.98 руб.",ALFA
SE-89bea00c4d1b9201,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,d007edf8e77c34fe,2025-01-30,2025-01,68090.88,"Оплата по сч. 358 от 30.01.2025 г. за ткани. В том числе НДС 20%, 11348.48 руб.",ALFA
SE-9ec93da713ed847e,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,0a3403b5aa11ebc0,2025-03-05,2025-03,28194.78,"Оплата по сч. 998 от 05.03.2025 г., сч. 999 от 05.03.2025 г., сч. 1009 от 05.03.2025 г. за ткани. В том числе НДС 20%, 4",ALFA
SE-e99cc7eb0971506e,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,9a5f32e7f94a0678,2025-03-10,2025-03,22291.2,"Оплата по сч. 1094 от 10.03.2025 г. за ткани. В том числе НДС 20%, 3715.20 руб.",ALFA
SE-e23e35af6c8a8b2c,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,9e65082765620105,2025-06-16,2025-06,45832.92,"Оплата по сч. 2693 от 16.06.2025 г. за ткани. В том числе НДС 20%, 7638.83 руб.",ALFA
SE-6101a075c3778146,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,6a194c114bafc24e,2025-08-29,2025-08,11185.6,"Оплата по сч. 3882 от 29.08.2025 г. за ткани. В том числе НДС 20%, 1864.27 руб.",ALFA
SE-e0bfe0ba697e8d9d,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,768d0e8d5b9378c6,2025-09-04,2025-09,23226.93,"Оплата по сч. 3955 от 04.09.2025 г. за ткани. В том числе НДС 20%, 3871.16 руб.",ALFA
SE-0060dc57cff780f2,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,3b61fd03c2870e1a,2026-03-13,2026-03,19041.29,"Оплата по сч. 956 от 12.03.2026 г. за ткани. В том числе НДС 22%, 3433.68 руб.",ALFA
SE-f1bf8c1039a778fb,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,4e8e9a21f34dd376,2024-04-18,2024-04,1247.05,"Оплата по сч. 2093 от 18.04.2024 за сетку стрейч В т.ч. НДС 20% - 207,84 руб.",VTB
SE-b3eb25024fc27430,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,ade1ab620a957895,2024-04-23,2024-04,1222.55,"Оплата по сч. 2172 от 22.04.2024 за сетку стрейч В т.ч. НДС 20% - 203,76 руб.",VTB
SE-badc505465bb58f0,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,f0d2e04cd7c58af9,2024-04-26,2024-04,900.0,"Оплата по сч. 2258 от 26.04.2024 за печать на ткани В т.ч. НДС 20% - 150,00 руб.",VTB
SE-84e91befbdc8beae,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,51616fd91a9779c4,2024-08-21,2024-08,132654.13,"Оплата по сч. 3862 от 20.08.2024 за ткани в том числе НДС (20%) 22109,03 руб.",VTB
SE-0befa30e6d28e849,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,c2452bc1a5e882d7,2024-10-03,2024-10,28872.21,"Оплата по сч. 4441 от 03.10.2024 за ткани в том числе НДС (20%) 22109,03 руб. В т.ч. НДС 20% - 4 812,04 руб.",VTB
SE-fb5f793c67abd849,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,04ac184b6997cb07,2024-10-30,2024-10,29779.08,"Оплата по сч. 5013 от 30.10.2024 за ткани в том числе НДС (20%) 22109,03 руб. В т.ч. НДС 20% - 4 963,18 руб.",VTB
SE-f5aadcf308cababb,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,0086e3bff63cae2b,2024-12-06,2024-12,5508.0,"Оплата по сч. 5708 от 06.12.2024 за ткани В т.ч. НДС 20% - 918,00 руб.",VTB
SE-a449ed29db71e07a,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,0e6e573987e18bd4,2024-12-09,2024-12,16458.0,"Оплата по сч. 5731 от 09.12.2024 за ткани В т.ч. НДС 20% - 2 743,00 руб.",VTB
SE-ca323c1d5eb69ece,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,e797b6d428edc68f,2025-02-21,2025-02,20062.2,"Оплата по сч. 756 от 20.02.2025 за ткани В т.ч. НДС 20% - 3 343,70 руб.",VTB
SE-9a4a6c4cfdfe8896,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,4a31d8ba562fb5c2,2025-03-19,2025-03,25024.68,"Оплата по сч. 1250 от 19.03.2025 за ткани В т.ч. НДС 20% - 4 170,78 руб.",VTB
SE-a2466ff20bb7f937,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,0faa375909515e42,2025-04-24,2025-04,11178.48,"Оплата по сч. 1966 от 24.04.2025 за ткани В т.ч. НДС 20% - 1 863,08 руб.",VTB
SE-bbbca5b2fae35c41,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,e1bb8259851ee689,2025-05-28,2025-05,6857.4,"Оплата по сч. 2469 от 28.05.2025 за ткани В т.ч. НДС 20% - 1 142,90 руб.",VTB
SE-92050201d8864a97,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,14aaa2e3ec789e30,2025-06-20,2025-06,7720.2,"Оплата по сч. 2801 от 20.06.2025 за ткани В т.ч. НДС 20% - 1 286,70 руб.",VTB
SE-f12da725ef373f92,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,e2589f8bcb2a0165,2025-07-31,2025-07,24968.73,"Оплата по сч. 3337 от 30.07.2025 за ткани В т.ч. НДС 20% - 4 161,46 руб.",VTB
SE-ceafe69cff62b674,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,e188075124493c6d,2026-02-13,2026-02,24679.19,"Оплата по сч. 548 от 13.02.2026 за ткани В т.ч. НДС 22% - 4 450,35 руб.",VTB
SE-32a158099286dd71,CP-adecb0236f0be93e,ТД БАРХАТНЫЙ ЛЕПЕСТОК ООО,7726758125,ce6afed6e7fb88c9,2026-04-08,2026-04,11738.7,"Оплата по сч. 1490 от 08.04.2026 за ткани В т.ч. НДС 22% - 2 116,81 руб.",VTB
SE-0972e97090dc862e,CP-c280113f3cd85cbe,"ООО ""ДЖИТИ""",5402018617,ee03b342b12c0486,2024-04-15,2024-04,73567.9,Оплата по сч. 862 от 15.04.2024 г. за вуаль НДС не облагается,ALFA
SE-389437f22b87af9e,CP-c280113f3cd85cbe,"ООО ""ДЖИТИ""",5402018617,f124db458d957754,2025-05-19,2025-05,40137.5,"Оплата по сч. 0000000887 от 13.05.2025 за ткани. В том числе НДС 5%, 1911.31 руб.",ALFA
SE-1361c40c7f04986b,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,db20ec3056314626,2024-04-15,2024-04,231768.0,"Оплата по сч. 1049 от 15.04.2024 за ткань натуральную. В том числе НДС 20%, 38628.00 руб.",ALFA
SE-ce0dcbe91fd470e7,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,74ff0e89e3b0afec,2024-10-07,2024-10,465000.0,"Предоплата по сч. 2792 от 04.10.2024 г. за ткани натуральные. В том числе НДС 20%, 77500.00 руб.",ALFA
SE-024bd6af0f44973d,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,12c9382a5df2c33a,2025-02-21,2025-02,250000.0,"Предоплата по сч. 513 от 21.02.25 за ткань натуральную. В том числе НДС 20%, 41666.67 руб.",ALFA
SE-f902ddf7d4edd7ec,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,a688014fbeeb008f,2025-02-27,2025-02,45500.0,"Оплата по сч. 597 от 27.02.25 за ткань натуральную. В том числе НДС 20%, 7583.33 руб.",ALFA
SE-c9cc053e81631a14,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,faa00c5b983c6fce,2025-03-04,2025-03,250500.0,"Предоплата по сч. 620 от 04.03.25 за ткань натуральную. В том числе НДС 20%, 41750.00 руб.",ALFA
SE-555b66bbca828c38,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,0e1ebff437ffb6b1,2025-03-04,2025-03,3816.0,"Оплата по сч. 633 от 04.03.25 за ткань натуральную. В том числе НДС 20%, 636.00 руб.",ALFA
SE-b3f93aa776112d82,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,c4be26679a815730,2025-03-12,2025-03,250500.0,"доплата по сч. 620 от 04.03.25 за ткань натуральную. В том числе НДС 20%, 41750.00 руб.",ALFA
SE-030d3152ba1d253d,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,9aed4b011b274e07,2025-03-27,2025-03,52920.0,"оплата по сч. 906 от 27.03.25 за ткань натуральную. В том числе НДС 20%, 8820.00 руб.",ALFA
SE-950b88188992d297,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,d558b3076861d1be,2025-11-06,2025-11,178750.0,"оплата 50% по сч. 28555 NIF01 от 23.10.2026 за платки. В том числе НДС 20%, 29791.67 руб.",ALFA
SE-71488a7219d01eff,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,b35e04891a830389,2026-04-07,2026-04,89000.0,"Оплата по сч. 29504 SIF от 07.04.2026 за печать платков. В том числе НДС 22%, 16049.18 руб.",ALFA
SE-7cef9d3a41e221b6,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,ecd29b760eff0d85,2024-02-16,2024-02,8712.0,"Оплата по сч. 453 от 16.02.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 1 452,00 руб.",VTB
SE-dd3e8daf78a58cde,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,4ec7f97cb5571105,2024-02-22,2024-02,15048.0,"Оплата по сч. 499 от 21.02.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 2 508,00 руб.",VTB
SE-276816fda0a330bd,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,1a15e643fe8986db,2024-03-27,2024-03,6072.0,"Оплата по сч. 837 от 26.03.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 1 012,00 руб.",VTB
SE-abd3debacc89736e,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,724fa929db304eca,2024-04-01,2024-04,6072.0,"Доплата по сч. 837 от 26.03.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 1 012,00 руб.",VTB
SE-8f80a16ef26e5206,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,e86e68ff2d46b845,2024-04-11,2024-04,93564.0,"Оплата по сч. 1005 от 10.04.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 15 594,00 руб.",VTB
SE-69a158dac97b12bf,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,56a878b295be651d,2024-04-27,2024-04,3000.0,"Оплата по сч. 1212 от 27.04.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 500,00 руб.",VTB
SE-3bae9d397de9c1ce,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,76d35a35c8a9ed4d,2024-04-27,2024-04,68700.0,"Оплата по сч. 1213 от 27.04.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 11 450,00 руб.",VTB
SE-dbbf3df83b9e6800,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,073fcb379fb8f5f9,2024-09-16,2024-09,22440.0,"Оплата по сч. 2566 от 13.09.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 3 740,00 руб.",VTB
SE-d491327f50d8bcf7,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,7889a42db320c822,2024-10-03,2024-10,4650.0,"Оплата по сч. 2763 от 03.10.2024 г. за печать на натуральной ткани В т.ч. НДС 20% - 775,00 руб.",VTB
SE-c5c4c55d5fabe3f8,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,de1a5cc102894a5b,2024-10-22,2024-10,12222.0,"Оплата по сч. 2916 от 21.10.2024 г. за ткань синтетическую В т.ч. НДС 20% - 2 037,00 руб.",VTB
SE-c284cfd72d891208,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,aa5b2f321a8c800c,2024-10-29,2024-10,124416.0,"Оплата по сч. 2993 от 28.10.2024 г. за ткань синтетическую В т.ч. НДС 20% - 20 736,00 руб.",VTB
SE-81c112ca99487a3f,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,889e956a3691fd60,2025-02-12,2025-02,8337.0,"Оплата по сч. 386 от 12.02.2025 г. за ткань натуральную В т.ч. НДС 20% - 1 389,50 руб.",VTB
SE-edd80d5d22aa44ef,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,1b485053bd898d76,2025-03-11,2025-03,2100.0,"Оплата по сч. 696 от 11.03.2025 г. за ткань натуральную В т.ч. НДС 20% - 350,00 руб.",VTB
SE-afa70a6a53758018,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,e157808febf3a470,2025-03-17,2025-03,3816.0,"Оплата по сч. 752 от 14.03.2025 г. за ткань натуральную В т.ч. НДС 20% - 636,00 руб.",VTB
SE-22f2292351fd05fc,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,a9d859c22986b9e1,2025-03-17,2025-03,127000.0,"Оплата по сч. 749 от 14.03.2025 г. за ткань натуральную В т.ч. НДС 20% - 21 166,67 руб.",VTB
SE-3922d96b0e1cdad5,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,ddbe803a7c8b5c04,2025-05-15,2025-05,262300.0,"Оплата по сч. 1434 от 13.05.2025 г. за ткань натуральную В т.ч. НДС 20% - 43 716,67 руб.",VTB
SE-97ada49acd400f68,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,b571209f63bf6d26,2025-09-22,2025-09,35800.0,"Оплата по сч. 28485 NMF от 22.09.2025 г. за ткань натуральную В т.ч. НДС 20% - 5 966,67 руб.",VTB
SE-de35c9365c14edf6,CP-c7770db276a153eb,Солстудио Индастри ООО,9710053042,c01954c3be836bd8,2025-09-29,2025-09,1550.0,"Оплата по сч. 28545 SIF от 29.09.2025 г. за ткань синтетическую В т.ч. НДС 20% - 258,33 руб.",VTB
