material_id,name,article_hint,warehouse,qty,amount_rub,unit_cost_rub,snapshot_date,rank,share_pct,cum_share_pct,abc_class,so_t,method,warning
MAT-74d0ee05e2614453,Шифон авторский гдевочки синий 19A-020,,Основной склад,56.0,140000.0,2500.0,2026-05-31,12,0.469,7.79,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-85342e03ecd70b0f,"Бархат шелк, черный 6-046",6-046,Основной склад,72.7,138130.0,1900.0,2026-05-31,13,0.463,8.26,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4a6a0015128b2d9a,"Шелк белый, принт капли сине-голубые деград 17A-033       деграде голубые с синим",,Основной склад,44.5,137950.0,3100.0,2026-05-31,14,0.462,8.72,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-7b5776e8dfaa593a,"Шелк, белый 16-001",16-001,Основной склад,88.8,137318.14,1546.38,2026-05-31,15,0.46,9.18,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-7a51b840b36be852,"Шелк, жемчужный 16-048",16-048,Основной склад,94.3,136735.0,1450.0,2026-05-31,16,0.458,9.64,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e8e62c7566121742,"Шелк принт синие капли деграде, 17A-031",,Основной склад,43.95,136245.0,3100.0,2026-05-31,17,0.457,10.09,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6d033159065639cc,"Шелк черный, принт белый хаотичные ""Y"" 17А-015",,Основной склад,49.3,133896.09,2715.95,2026-05-31,18,0.449,10.54,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b6894f6f718abb27,"Дабл-креп, черный 11-001",11-001,Основной склад,56.3,129490.0,2300.0,2026-05-31,19,0.434,10.98,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8af724e0cf1a2d09,"Вечерняя ткань серая сетка с перьями, расшивкой пайетками 12-088",12-088,Основной склад,6.9,129030.0,18700.0,2026-05-31,20,0.432,11.41,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-31e12b97e325586b,"Шифон белый, принт горох 19A-012",,Основной склад,60.5,128017.5,2115.99,2026-05-31,21,0.429,11.84,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-fe687439b81384d3,"Шелк белый, принт перчики, 17А-060",,Основной склад,25.9,127520.11,4923.56,2026-05-31,22,0.427,12.27,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-7b5776e8dfaa593a,"Шелк, белый 16-001",16-001,Основной склад,74.9,124124.86,1657.21,2026-05-31,23,0.416,12.68,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-39e5bdd05cff1435,"Шерсть-кучерелли, голубой 8-058",8-058,Основной склад,48.0,120000.0,2500.0,2026-05-31,24,0.402,13.08,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8af724e0cf1a2d09,"Вечерняя ткань серая сетка с перьями, расшивкой пайетками 12-088",12-088,Основной склад,6.4,119680.0,18700.0,2026-05-31,25,0.401,13.49,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8cdb8b4c95645f34,"Шифон цветной, принт темные разводы 19-033",19-033,Основной склад,47.8,119500.0,2500.0,2026-05-31,26,0.401,13.89,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0194e36c1b1d927f,Шифон авторский мелкие цветы 19A-019,,Основной склад,50.3,118959.5,2365.0,2026-05-31,27,0.399,14.29,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-1c08da40c17f5cfb,Шифон зеленый 18-024,18-024,Основной склад,132.1,118890.0,900.0,2026-05-31,28,0.398,14.68,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d0e4d1dbff57a4c0,Вечерняя ткань зеленые пайетки 12-034,12-034,Основной склад,7.2,118800.0,16500.0,2026-05-31,29,0.398,15.08,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-49577d55cbfb7d92,Вечерняя ткань черная сетка с перьями и пайетками 12-094,12-094,Основной склад,15.5,118402.78,7638.89,2026-05-31,30,0.397,15.48,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8c8eb27367eb872b,"Дабл-креп, васильковый 11-009",11-009,Основной склад,51.0,117300.0,2300.0,2026-05-31,31,0.393,15.87,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-20e6852d6b9110b8,"Шерсть-кучерелли, черный 8-056",8-056,Основной склад,36.5,116800.0,3200.0,2026-05-31,32,0.391,16.26,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-80f1c693c6d2f41a,"Дабл-креп, деним 11-010",11-010,Основной склад,50.0,115000.0,2300.0,2026-05-31,33,0.385,16.65,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-27181b72f7c986ba,"Шелк, принт папайя, 17А-061",,Основной склад,23.5,114991.22,4893.24,2026-05-31,34,0.385,17.03,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-fc13e4697f836939,"Шелк, желтый 16-030",16-030,Основной склад,76.2,114300.0,1500.0,2026-05-31,35,0.383,17.42,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d96d93345bbd8c45,"Дабл-креп, розовый 11-028",11-028,Основной склад,49.6,114080.0,2300.0,2026-05-31,36,0.382,17.8,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c78ddf9bcc7051e8,"Шелк синий, принт мелкие девочки 17A-006",,Основной склад,63.0,113400.0,1800.0,2026-05-31,37,0.38,18.18,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c17077645b8efb21,"Дабл-креп, розовый 11-027",11-027,Основной склад,49.0,112700.0,2300.0,2026-05-31,38,0.378,18.56,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6dfa6ed913d87cc0,Шифон красный 18-036,18-036,Основной склад,123.9,111510.0,900.0,2026-05-31,39,0.374,18.93,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-925763fd4e2407e0,Вечерняя ткань серебро пайетки 12-026,12-026,Основной склад,6.1,109800.0,18000.0,2026-05-31,40,0.368,19.3,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-131ee7fe75340182,Х/Б Хлопок грибочки белые 4А-059,,Основной склад,73.4,106430.0,1450.0,2026-05-31,41,0.357,19.66,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6d033159065639cc,"Шелк черный, принт белый хаотичные ""Y"" 17А-015",,Основной склад,38.0,103205.91,2715.95,2026-05-31,42,0.346,20.0,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3d60aab0bffc4c9b,"Шелк серый с розовым, принт крупные разводы 17A-004",,Основной склад,31.1,102630.0,3300.0,2026-05-31,43,0.344,20.35,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-bdea8f8b8acd7c6a,Шифон синий 18-020,18-020,Основной склад,94.2,102376.51,1086.8,2026-05-31,44,0.343,20.69,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-74d0ef8f9efbfd8c,"Шелк, принт овощи, 17А-062",,Основной склад,22.0,102300.0,4650.0,2026-05-31,45,0.343,21.03,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-0e5bd0c917b8df90,"Шелк черный, принт грибы 17A-010",,Основной склад,35.0,101500.0,2900.0,2026-05-31,46,0.34,21.37,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c97bbfa9035d6d2c,Х/Б Хлопок микс средний черный 4А-064,,Основной склад,69.9,101355.0,1450.0,2026-05-31,47,0.34,21.71,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-131ee7fe75340182,Х/Б Хлопок грибочки белые 4А-059,,Основной склад,69.6,100920.0,1450.0,2026-05-31,48,0.338,22.05,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f25ad03e991e5be6,"Дабл-креп, желтый 11-026",11-026,Основной склад,43.7,100510.0,2300.0,2026-05-31,49,0.337,22.39,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b6a0d2990e9fe269,Х/Б Хлопок гжель цветы 4А-070,,Основной склад,69.0,100050.0,1450.0,2026-05-31,50,0.335,22.72,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-697172a32e39dcb5,"Дюшес-дабл, темно-синий 5-015",5-015,Основной склад,20.0,100000.0,5000.0,2026-05-31,51,0.335,23.06,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3d8657f20fa7ee80,Шелк принт бирюзовые капли 17A-051,,Основной склад,34.3,99470.0,2900.0,2026-05-31,52,0.333,23.39,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-83b83544008ae983,"Бархат х/б, черный 6-001",6-001,Основной склад,37.8,99355.5,2628.45,2026-05-31,53,0.333,23.72,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-778e2c60fbcb06b2,"Дабл-креп, светло-серый 11-012",11-012,Основной склад,42.4,97520.0,2300.0,2026-05-31,54,0.327,24.05,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-2407f222cb12a55d,"Шелк белый, принт грибы 17A-012",,Основной склад,33.5,97150.0,2900.0,2026-05-31,55,0.326,24.38,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-15672d21ab82ebaf,Шифон авторский гортензия 19A-018,,Основной склад,41.0,96965.0,2365.0,2026-05-31,56,0.325,24.7,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d72a23bc28864467,Вечерняя ткань коричневые пайетки 12-025,12-025,Основной склад,5.8,95700.0,16500.0,2026-05-31,57,0.321,25.02,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6fc3ea7e2d1386da,Х/Б Хлопок девочки Y синий 4А-057,,Основной склад,65.2,94540.0,1450.0,2026-05-31,58,0.317,25.34,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-18b1bbca2b6889cc,"Тафта, черный 2-001",2-001,Основной склад,42.8,94160.0,2200.0,2026-05-31,59,0.316,25.65,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3b5045cb5ee74a00,"Шелк, белый 16-042",16-042,Основной склад,20.0,93000.0,4650.0,2026-05-31,60,0.312,25.97,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-f7eb0a91af7b0472,"Шелк белый, принт черный ""Y"" 17A-009",,Основной склад,46.4,92800.0,2000.0,2026-05-31,61,0.311,26.28,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-fea0176b2b522ed5,"Чесуча, синий (васильковый) 1-034",1-034,Основной склад,42.0,92400.0,2200.0,2026-05-31,62,0.31,26.59,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8cc53ed4d7aa9fe8,"Шелк черный, принт белый  горох 17A-007",,Основной склад,50.9,91620.0,1800.0,2026-05-31,63,0.307,26.89,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4a869e1a07c3633b,"Шифон, белый с принтом ""листья"" 19A-016",,Основной склад,39.55,90965.0,2300.0,2026-05-31,64,0.305,27.2,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-97eee2a7858c0a7f,"Шелк белый, принт микс средний 17A-018",,Основной склад,29.2,90520.0,3100.0,2026-05-31,65,0.303,27.5,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-35dbce4ca9dea719,"Шелк, красный 16-037",16-037,Основной склад,59.8,89700.0,1500.0,2026-05-31,66,0.301,27.8,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-04461b7329b3e05b,"Шелк, розовый 16-023",16-023,Основной склад,60.2,88084.64,1463.2,2026-05-31,67,0.295,28.1,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c7b9f80159091400,Шифон фуксия 18-034,18-034,Основной склад,97.3,87570.0,900.0,2026-05-31,68,0.293,28.39,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-6ed2dca42737533d,"Шелк, черный 16-038",16-038,Основной склад,58.7,86935.79,1481.02,2026-05-31,69,0.291,28.68,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-4938f1d87dfd061e,"Дюшес, красный 5-016",5-016,Основной склад,24.8,86800.0,3500.0,2026-05-31,70,0.291,28.97,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-fe7ec1b6ea80c62a,"Дюшес, фуксия 5-017",5-017,Основной склад,24.5,85750.0,3500.0,2026-05-31,71,0.287,29.26,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-39f6d5254739fb6a,"Дабл-креп, красный 11-024",11-024,Основной склад,36.4,83720.0,2300.0,2026-05-31,72,0.281,29.54,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-8cc53ed4d7aa9fe8,"Шелк черный, принт белый  горох 17A-007",,Основной склад,45.6,82080.0,1800.0,2026-05-31,73,0.275,29.82,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d360c5b9a9aca0d8,"Креп тонкий шерсть, желтый 10-011",10-011,Основной склад,40.5,81000.0,2000.0,2026-05-31,74,0.271,30.09,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-cbac26a246c6da5f,"Бархат шелк, зелено-фиолетовый 6-037",6-037,Основной склад,62.0,80600.0,1300.0,2026-05-31,75,0.27,30.36,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-253d8d44904cbe14,"Шелк синий, принт грибы 17A-011",,Основной склад,27.5,79750.0,2900.0,2026-05-31,76,0.267,30.62,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-725ddc4114b2cdbf,"Вечерняя ткань, пайетки серебро 12-008",12-008,Основной склад,52.7,79050.0,1500.0,2026-05-31,77,0.265,30.89,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-463a7b0d8371d178,"Тафта авторская, цветок-купон 2A-002",,Основной склад,21.9,78840.0,3600.0,2026-05-31,78,0.264,31.15,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-c62985a4bba5eb53,"Дюшес, оранжевый с принтом ""акварель"" 5-012",5-012,Основной склад,31.4,78500.0,2500.0,2026-05-31,79,0.263,31.42,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e6c1d4eed57e23fa,"Шелк, черный с принтом ""белая Y"" 17А-008",,Основной склад,39.2,78400.0,2000.0,2026-05-31,80,0.263,31.68,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-522a890adb3f4dd0,"Вечерняя ткань черная сетка с перьями, расшивкой пайетками 12-087",12-087,Основной склад,10.5,77700.0,7400.0,2026-05-31,81,0.26,31.94,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-56ff9ef0904bb5bb,"Дабл-креп, серый 11-003",11-003,Основной склад,33.7,77510.0,2300.0,2026-05-31,82,0.26,32.2,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-463a7b0d8371d178,"Тафта авторская, цветок-купон 2A-002",,Основной склад,21.5,77400.0,3600.0,2026-05-31,83,0.259,32.46,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b8dd3a1eec49b149,"Шелк, черный без стрейча 16-046",16-046,Основной склад,38.45,76900.0,2000.0,2026-05-31,84,0.258,32.72,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3aca4e626a0b1c16,Шифон темно-голубой 18-019,18-019,Основной склад,58.8,76440.0,1300.0,2026-05-31,85,0.256,32.97,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-d196835b3c67ab95,Шифон зеленый креповый 18-011,18-011,Основной склад,42.9,75504.0,1760.0,2026-05-31,86,0.253,33.23,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-b8dd3a1eec49b149,"Шелк, черный без стрейча 16-046",16-046,Основной склад,37.45,74900.0,2000.0,2026-05-31,87,0.251,33.48,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-e5bf86a164b81f87,Шелк кайма черная-белая-черная 17A-046,,Основной склад,21.2,74200.0,3500.0,2026-05-31,88,0.249,33.73,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-bf81afbea9a7276c,"Шифон серый, принт горох 19A-014",,Основной склад,32.0,73600.0,2300.0,2026-05-31,89,0.247,33.97,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-49b180f401a6269a,"Шелк, синий 16-039",16-039,Основной склад,48.9,73350.0,1500.0,2026-05-31,90,0.246,34.22,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-3011adcf4bb6d6f1,"Шелк, зеленый 16-035",16-035,Основной склад,50.0,72710.28,1454.21,2026-05-31,91,0.244,34.46,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-06faf0d3a1382a0d,"Бархат шелк, красный 6-044",6-044,Основной склад,28.7,71750.0,2500.0,2026-05-31,92,0.24,34.7,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-a8ddbfd23f5d8535,"Шелк, бежевый 16-047",16-047,Основной склад,49.3,71485.0,1450.0,2026-05-31,93,0.24,34.94,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-196912acf1e239ea,"Шифон, черный с принтом ""листья"" 19A-015",,Основной склад,31.0,71300.0,2300.0,2026-05-31,94,0.239,35.18,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
MAT-dc01d8061492d24e,"Шелк, бирюзовый 16-041",16-041,Основной склад,44.0,70400.0,1600.0,2026-05-31,95,0.236,35.42,A,N,INDICATIVE_VALUE_ABC_SNAPSHOT_2026_05_31,Not aging ABC; leaf units historically ambiguous — money from snapshot amount_rub
