work_order_id,period_month,settle_date,bank_le,source_channel,channel_confidence,payment_id_or_ref,amount_rub,currency,counterparty_short,purpose_short,in_class_now,maps_to_channel,im_share_rub,other_channel_share_rub,other_channel_name,timing_lag_days,owner_comment,status,instruction_ru,hypothesis_confidence,hypothesis_rule,owner_must_confirm,do_not_auto_accept,surplus_month_rub,so_t
WO-ACQ-2025-01,2025-01,2025-01-13,LE-IP-YANINA,TBANK,HIGH,d529ff01d02d88fb,131196.32,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 10.01.202,ACQ_IM,IM,131196.32,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,420515.18,N
WO-ACQ-2025-01,2025-01,2025-01-15,LE-IP-YANINA,TBANK,HIGH,bd256008ed393e79,132447.75,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 14.01.202,ACQ_IM,IM,132447.75,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,420515.18,N
WO-ACQ-2025-01,2025-01,2025-01-16,LE-IP-YANINA,TBANK,HIGH,927cf47abced7e48,776.08,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 15.01.202,ACQ_IM,IM,776.08,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,420515.18,N
WO-ACQ-2025-01,2025-01,2025-01-20,LE-IP-YANINA,TBANK,HIGH,405020b68a94db6a,583340.53,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 17.01.202,ACQ_IM,IM,583340.53,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,420515.18,N
WO-ACQ-2025-01,2025-01,2025-01-21,LE-IP-YANINA,TBANK,HIGH,d09bb678c9aa47f5,144748.62,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 20.01.202,ACQ_IM,IM,144748.62,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,420515.18,N
WO-ACQ-2025-01,2025-01,2025-01-23,LE-IP-YANINA,TBANK,HIGH,13885332d1db578b,49940.75,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 22.01.202,ACQ_IM,IM,49940.75,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,420515.18,N
WO-ACQ-2025-01,2025-01,2025-01-10,LE-OOO-DEKOR,ACQ_IM_ALREADY,MED,01457a038388a60b,217952.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по операциям эквайринга, согласно договору G-3030-04 от 12.04.07г. Комиссия 4448.00 ",ACQ_IM,IM,217952.0,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count. Подтвердить/править. НЕ auto-Accept.,HIGH,Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count,YES,YES,420515.18,N
WO-ACQ-2025-01,2025-01,2025-01-13,LE-OOO-DEKOR,ACQ_IM_ALREADY,MED,658721d8bf3dc428,659736.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по операциям эквайринга, согласно договору G-3030-04 от 12.04.07г. Комиссия 13464.00",ACQ_IM,IM,659736.0,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count. Подтвердить/править. НЕ auto-Accept.,HIGH,Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count,YES,YES,420515.18,N
WO-ACQ-2025-10,2025-10,2025-10-07,LE-IP-YANINA,TBANK,HIGH,875d699382dbfd20,383189.5,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 06.10.202,ACQ_IM,IM,383189.5,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-17,LE-IP-YANINA,TBANK,HIGH,71ce3387cf40d8ab,145126.96,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 16.10.202,ACQ_IM,IM,145126.96,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-21,LE-IP-YANINA,TBANK,HIGH,226c2aaf71f0e54c,194020.0,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 20.10.202,ACQ_IM,IM,194020.0,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-29,LE-IP-YANINA,TBANK,HIGH,0b39e159ff3a554d,198627.97,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 28.10.202,ACQ_IM,IM,198627.97,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-01,LE-OOO-DEKOR,ACQ_IM_ALREADY,MED,94644f76cd062dd3,68600.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по операциям эквайринга за 30.09.25, согласно договору G-3030-04 от 12.04.07г. . Ком",ACQ_IM,IM,68600.0,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count. Подтвердить/править. НЕ auto-Accept.,HIGH,Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-02,LE-OOO-DEKOR,ACQ_IM_ALREADY,MED,ebb9ccbc960e2396,166600.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по операциям эквайринга за 01.10.25, согласно договору G-3030-04 от 12.04.07г. . Ком",ACQ_IM,IM,166600.0,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count. Подтвердить/править. НЕ auto-Accept.,HIGH,Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-13,LE-OOO-DEKOR,ACQ_IM_ALREADY,MED,5e2e0bd7fab48770,224910.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по операциям эквайринга за 10.10.25, согласно договору G-3030-04 от 12.04.07г. . Ком",ACQ_IM,IM,224910.0,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count. Подтвердить/править. НЕ auto-Accept.,HIGH,Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-28,LE-OOO-DEKOR,ACQ_IM_ALREADY,MED,b02328901061b6b5,391804.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по операциям эквайринга за 27.10.25, согласно договору G-3030-04 от 12.04.07г. . Ком",ACQ_IM,IM,391804.0,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count. Подтвердить/править. НЕ auto-Accept.,HIGH,Already classified ACQ_IM (G-3030) — confirm keep IM; do not double-count,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-08,LE-IP-YANINA,POS_VTB,HIGH,46560e050a7673b6,449420.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по договору 105240-ПОС-ФРКК от 30.11.2023 за 07.10.25,Ком-сия по операциям 10580.00 ",OTHER_IN,POS_HOLD_NOT_IM,0,449420.0,POS_VTB_UNALLOCATED,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH_FOR_EXCLUSION): OVERBANK month: forbid ADD_POS_TO_IM; need register to split. Подтвердить/править. НЕ auto-Accept.,HIGH_FOR_EXCLUSION,OVERBANK month: forbid ADD_POS_TO_IM; need register to split,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-15,LE-IP-YANINA,POS_VTB,HIGH,ea0e6bb5782acfa6,85976.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по договору 105240-ПОС-ФРКК от 30.11.2023 за 14.10.25,Ком-сия по операциям 2024.00 р",OTHER_IN,POS_HOLD_NOT_IM,0,85976.0,POS_VTB_UNALLOCATED,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH_FOR_EXCLUSION): OVERBANK month: forbid ADD_POS_TO_IM; need register to split. Подтвердить/править. НЕ auto-Accept.,HIGH_FOR_EXCLUSION,OVERBANK month: forbid ADD_POS_TO_IM; need register to split,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-21,LE-IP-YANINA,POS_VTB,HIGH,9dcda8e2f5b83804,589131.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по договору 105240-ПОС-ФРКК от 30.11.2023 за 20.10.25,Ком-сия по операциям 13869.00 ",OTHER_IN,POS_HOLD_NOT_IM,0,589131.0,POS_VTB_UNALLOCATED,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH_FOR_EXCLUSION): OVERBANK month: forbid ADD_POS_TO_IM; need register to split. Подтвердить/править. НЕ auto-Accept.,HIGH_FOR_EXCLUSION,OVERBANK month: forbid ADD_POS_TO_IM; need register to split,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-22,LE-IP-YANINA,POS_VTB,HIGH,76832e5e66f1d239,564706.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по договору 105240-ПОС-ФРКК от 30.11.2023 за 21.10.25,Ком-сия по операциям 13294.00 ",OTHER_IN,POS_HOLD_NOT_IM,0,564706.0,POS_VTB_UNALLOCATED,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH_FOR_EXCLUSION): OVERBANK month: forbid ADD_POS_TO_IM; need register to split. Подтвердить/править. НЕ auto-Accept.,HIGH_FOR_EXCLUSION,OVERBANK month: forbid ADD_POS_TO_IM; need register to split,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-31,LE-IP-YANINA,POS_VTB,HIGH,8fcac44aa8886b8b,2277387.0,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по договору 105240-ПОС-ФРКК от 30.11.2023 за 30.10.25,Ком-сия по операциям 53613.00 ",OTHER_IN,POS_HOLD_NOT_IM,0,2277387.0,POS_VTB_UNALLOCATED,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH_FOR_EXCLUSION): OVERBANK month: forbid ADD_POS_TO_IM; need register to split. Подтвердить/править. НЕ auto-Accept.,HIGH_FOR_EXCLUSION,OVERBANK month: forbid ADD_POS_TO_IM; need register to split,YES,YES,244872.43,N
WO-ACQ-2025-10,2025-10,2025-10-28,LE-OOO-SALON-YANINA,DEKOR_INTERNAL_RENT,HIGH,c363a0da0c89221a,90000.0,RUB,"ООО ""ДЕКОР""",ОПЛАТА ЗА АРЕНДУ ПО ДОГОВОРУ АРЕНДЫ № 1/25 ОТ 09.01.2025 Г. ЗА АВГУСТ 2025 Г. НДС НЕ ОБЛАГАЕТСЯ,INTERNAL,INTERNAL,0,90000.0,DEKOR_RENT,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): Internal rent DEKOR — NOT IM. Подтвердить/править. НЕ auto-Accept.,HIGH,Internal rent DEKOR — NOT IM,YES,YES,244872.43,N
WO-ACQ-2026-03,2026-03,2026-03-06,LE-IP-YANINA,TBANK,HIGH,7eeed8de13e96385,66685.36,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 05.03.202,ACQ_IM,IM,66685.36,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,264104.72,N
WO-ACQ-2026-03,2026-03,2026-03-11,LE-IP-YANINA,TBANK,HIGH,dc4fdc8381e58c1a,36204.13,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 10.03.202,ACQ_IM,IM,36204.13,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,264104.72,N
WO-ACQ-2026-03,2026-03,2026-03-16,LE-IP-YANINA,TBANK,HIGH,91c6134ef4cda174,35380.53,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 13.03.202,ACQ_IM,IM,35380.53,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,264104.72,N
WO-ACQ-2026-03,2026-03,2026-03-17,LE-IP-YANINA,TBANK,HIGH,a4e57d3f320e8253,194448.38,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 16.03.202,ACQ_IM,IM,194448.38,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,264104.72,N
WO-ACQ-2026-03,2026-03,2026-03-18,LE-IP-YANINA,TBANK,HIGH,73cf2fb522738dbb,776.08,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 17.03.202,ACQ_IM,IM,776.08,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,264104.72,N
WO-ACQ-2026-03,2026-03,2026-03-19,LE-IP-YANINA,TBANK,HIGH,7e88a2a6c37cd60e,55787.92,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 18.03.202,ACQ_IM,IM,55787.92,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,264104.72,N
WO-ACQ-2026-03,2026-03,2026-03-24,LE-IP-YANINA,TBANK,HIGH,8f549a38bb009d75,178900.13,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 23.03.202,ACQ_IM,IM,178900.13,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,264104.72,N
WO-ACQ-2026-03,2026-03,2026-03-30,LE-IP-YANINA,TBANK,HIGH,5ba85c016c39d1d2,104012.19,RUB,"АО ""ТБанк""",Перевод средств по договору C_139035 от 18.10.2019г. (IP YANINA UF) по реестру операций от 27.03.202,ACQ_IM,IM,104012.19,0,,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH): TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise. Подтвердить/править. НЕ auto-Accept.,HIGH,TBANK C_139035 IP YANINA acquiring → IM 100% until register says otherwise,YES,YES,264104.72,N
WO-ACQ-2026-03,2026-03,2026-03-03,LE-IP-YANINA,POS_VTB,HIGH,6a13543d19339ceb,1177019.34,RUB,ФИЛИАЛ № 7701 БАНКА ВТБ (ПАО),"Возмещение ср-в по договору 105240-ПОС-ФРКК от 30.11.2023 за 02.03.26,Ком-сия по операциям 33980.66 ",OTHER_IN,POS_HOLD_NOT_IM,0,1177019.34,POS_VTB_UNALLOCATED,,,HYPOTHESIS_PREFILL_WAITING_CONFIRM,ГИПОТЕЗА (HIGH_FOR_EXCLUSION): OVERBANK month: forbid ADD_POS_TO_IM; need register to split. Подтвердить/править. НЕ auto-Accept.,HIGH_FOR_EXCLUSION,OVERBANK month: forbid ADD_POS_TO_IM; need register to split,YES,YES,264104.72,N
