from_family,to_family,from_reg,to_reg,spine_hops,spine_path,tier,asis_edges,n_files_a,n_files_b,potential_file_pairs
FAM-BANK-XLS,FAM-BUD,REG-BANK,REG-BUD,2,REG-BANK → REG-CASH → REG-BUD,T3_SPINE_2HOP,0,3,2,6
FAM-BANK-XLS,FAM-COLL,REG-BANK,REG-SALES,2,REG-BANK → REG-SETTLE → REG-SALES,T3_SPINE_2HOP,0,3,12,36
FAM-BANK-XLS,FAM-COST,REG-BANK,REG-COST,2,REG-BANK → REG-PAYROLL → REG-COST,T3_SPINE_2HOP,0,3,5,15
FAM-BANK-XLS,FAM-DDS,REG-BANK,REG-CASH,1,REG-BANK → REG-CASH,T2_SPINE_1HOP,0,3,3,9
FAM-BANK-XLS,FAM-EXP,REG-BANK,REG-EXP,1,REG-BANK → REG-EXP,T2_SPINE_1HOP,0,3,3,9
FAM-BANK-XLS,FAM-HR,REG-BANK,REG-EMP,2,REG-BANK → REG-PAYROLL → REG-EMP,T3_SPINE_2HOP,0,3,4,12
FAM-BANK-XLS,FAM-LEGAL,REG-BANK,REG-LEGAL,1,REG-BANK → REG-LEGAL,T2_SPINE_1HOP,0,3,3,9
FAM-BANK-XLS,FAM-MAT,REG-BANK,REG-MAT,3,REG-BANK → REG-PAYROLL → REG-COST → REG-MAT,T4_SPINE_3HOP,0,3,1,3
FAM-BANK-XLS,FAM-MD,REG-BANK,REG-SKU,3,REG-BANK → REG-PAYROLL → REG-COST → REG-SKU,T4_SPINE_3HOP,0,3,1,3
FAM-BANK-XLS,FAM-SALES,REG-BANK,REG-SALES,2,REG-BANK → REG-SETTLE → REG-SALES,T3_SPINE_2HOP,0,3,1,3
FAM-BANK-XLS,FAM-SUP,REG-BANK,REG-SUP,2,REG-BANK → REG-EXP → REG-SUP,T3_SPINE_2HOP,0,3,1,3
FAM-BANK-XLS,FAM-TAX-6NDFL,REG-BANK,REG-TAX,1,REG-BANK → REG-TAX,T2_SPINE_1HOP,0,3,5,15
FAM-BANK-XLS,FAM-TAX-ENS,REG-BANK,REG-TAX,1,REG-BANK → REG-TAX,T2_SPINE_1HOP,0,3,5,15
FAM-BANK-XLS,FAM-TAX-NDS,REG-BANK,REG-TAX,1,REG-BANK → REG-TAX,T2_SPINE_1HOP,0,3,5,15
FAM-BANK-XLS,FAM-TAX-RSV,REG-BANK,REG-TAX,1,REG-BANK → REG-TAX,T2_SPINE_1HOP,0,3,6,18
FAM-BANK-XLS,FAM-TAX-USN,REG-BANK,REG-TAX,1,REG-BANK → REG-TAX,T2_SPINE_1HOP,0,3,4,12
FAM-BANK-XLS,FAM-TSUM,REG-BANK,REG-SALES,2,REG-BANK → REG-SETTLE → REG-SALES,T3_SPINE_2HOP,0,3,3,9
FAM-BANK-XLS,FAM-ZP,REG-BANK,REG-PAYROLL,1,REG-BANK → REG-PAYROLL,T2_SPINE_1HOP,0,3,11,33
FAM-BANK-XLS,FAM-ZP-DES,REG-BANK,REG-PAYROLL,1,REG-BANK → REG-PAYROLL,T2_SPINE_1HOP,0,3,5,15
FAM-BANK-XLS,FAM-ZP-SHOP,REG-BANK,REG-PAYROLL,1,REG-BANK → REG-PAYROLL,T2_SPINE_1HOP,0,3,5,15
FAM-BUD,FAM-BUD,REG-BUD,REG-BUD,0,REG-BUD,T1_SAME_REG,0,2,2,2
FAM-BUD,FAM-COLL,REG-BUD,REG-SALES,2,REG-BUD → REG-CASH → REG-SALES,T3_SPINE_2HOP,0,2,12,24
FAM-BUD,FAM-COST,REG-BUD,REG-COST,3,REG-BUD → REG-CASH → REG-PAYROLL → REG-COST,T4_SPINE_3HOP,0,2,5,10
FAM-BUD,FAM-DDS,REG-BUD,REG-CASH,1,REG-BUD → REG-CASH,T2_SPINE_1HOP,0,2,3,6
FAM-BUD,FAM-EXP,REG-BUD,REG-EXP,2,REG-BUD → REG-CASH → REG-EXP,T3_SPINE_2HOP,2,2,3,6
FAM-BUD,FAM-HR,REG-BUD,REG-EMP,3,REG-BUD → REG-CASH → REG-PAYROLL → REG-EMP,T4_SPINE_3HOP,0,2,4,8
FAM-BUD,FAM-LEGAL,REG-BUD,REG-LEGAL,3,REG-BUD → REG-CASH → REG-BANK → REG-LEGAL,T4_SPINE_3HOP,0,2,3,6
FAM-BUD,FAM-MAT,REG-BUD,REG-MAT,4,REG-BUD → REG-CASH → REG-PAYROLL → REG-COST → REG-MAT,T4_SPINE_4HOP,0,2,1,2
FAM-BUD,FAM-MD,REG-BUD,REG-SKU,3,REG-BUD → REG-CASH → REG-SALES → REG-SKU,T4_SPINE_3HOP,0,2,1,2
FAM-BUD,FAM-SALES,REG-BUD,REG-SALES,2,REG-BUD → REG-CASH → REG-SALES,T3_SPINE_2HOP,0,2,1,2
FAM-BUD,FAM-SUP,REG-BUD,REG-SUP,3,REG-BUD → REG-CASH → REG-EXP → REG-SUP,T4_SPINE_3HOP,0,2,1,2
FAM-BUD,FAM-TAX-6NDFL,REG-BUD,REG-TAX,3,REG-BUD → REG-CASH → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,2,5,10
FAM-BUD,FAM-TAX-ENS,REG-BUD,REG-TAX,3,REG-BUD → REG-CASH → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,2,5,10
FAM-BUD,FAM-TAX-NDS,REG-BUD,REG-TAX,3,REG-BUD → REG-CASH → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,2,5,10
FAM-BUD,FAM-TAX-RSV,REG-BUD,REG-TAX,3,REG-BUD → REG-CASH → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,2,6,12
FAM-BUD,FAM-TAX-USN,REG-BUD,REG-TAX,3,REG-BUD → REG-CASH → REG-PAYROLL → REG-TAX,T4_SPINE_3HOP,0,2,4,8
FAM-BUD,FAM-TSUM,REG-BUD,REG-SALES,2,REG-BUD → REG-CASH → REG-SALES,T3_SPINE_2HOP,0,2,3,6
FAM-BUD,FAM-ZP,REG-BUD,REG-PAYROLL,2,REG-BUD → REG-CASH → REG-PAYROLL,T3_SPINE_2HOP,0,2,11,22
FAM-BUD,FAM-ZP-DES,REG-BUD,REG-PAYROLL,2,REG-BUD → REG-CASH → REG-PAYROLL,T3_SPINE_2HOP,0,2,5,10
FAM-BUD,FAM-ZP-SHOP,REG-BUD,REG-PAYROLL,2,REG-BUD → REG-CASH → REG-PAYROLL,T3_SPINE_2HOP,0,2,5,10
FAM-COLL,FAM-COLL,REG-SALES,REG-SALES,0,REG-SALES,T1_SAME_REG,0,12,12,132
FAM-COLL,FAM-COST,REG-SALES,REG-COST,1,REG-SALES → REG-COST,T2_SPINE_1HOP,0,12,5,60
FAM-COLL,FAM-DDS,REG-SALES,REG-CASH,1,REG-SALES → REG-CASH,T2_SPINE_1HOP,0,12,3,36
FAM-COLL,FAM-EXP,REG-SALES,REG-EXP,2,REG-SALES → REG-CASH → REG-EXP,T3_SPINE_2HOP,0,12,3,36
FAM-COLL,FAM-HR,REG-SALES,REG-EMP,3,REG-SALES → REG-COST → REG-PAYROLL → REG-EMP,T4_SPINE_3HOP,0,12,4,48
FAM-COLL,FAM-LEGAL,REG-SALES,REG-LEGAL,3,REG-SALES → REG-SETTLE → REG-BANK → REG-LEGAL,T4_SPINE_3HOP,0,12,3,36
FAM-COLL,FAM-MAT,REG-SALES,REG-MAT,2,REG-SALES → REG-COST → REG-MAT,T3_SPINE_2HOP,0,12,1,12
FAM-COLL,FAM-MD,REG-SALES,REG-SKU,1,REG-SALES → REG-SKU,T2_SPINE_1HOP,0,12,1,12
FAM-COLL,FAM-SALES,REG-SALES,REG-SALES,0,REG-SALES,T1_SAME_REG,0,12,1,12
FAM-COLL,FAM-SUP,REG-SALES,REG-SUP,3,REG-SALES → REG-CASH → REG-EXP → REG-SUP,T4_SPINE_3HOP,0,12,1,12
FAM-COLL,FAM-TAX-6NDFL,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,12,5,60
FAM-COLL,FAM-TAX-ENS,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,12,5,60
FAM-COLL,FAM-TAX-NDS,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,12,5,60
FAM-COLL,FAM-TAX-RSV,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,12,6,72
FAM-COLL,FAM-TAX-USN,REG-SALES,REG-TAX,3,REG-SALES → REG-SETTLE → REG-BANK → REG-TAX,T4_SPINE_3HOP,0,12,4,48
FAM-COLL,FAM-TSUM,REG-SALES,REG-SALES,0,REG-SALES,T1_SAME_REG,0,12,3,36
FAM-COLL,FAM-ZP,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,12,11,132
FAM-COLL,FAM-ZP-DES,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,12,5,60
FAM-COLL,FAM-ZP-SHOP,REG-SALES,REG-PAYROLL,2,REG-SALES → REG-COST → REG-PAYROLL,T3_SPINE_2HOP,0,12,5,60
FAM-COST,FAM-COST,REG-COST,REG-COST,0,REG-COST,T1_SAME_REG,0,5,5,20
FAM-COST,FAM-DDS,REG-COST,REG-CASH,2,REG-COST → REG-PAYROLL → REG-CASH,T3_SPINE_2HOP,0,5,3,15
FAM-COST,FAM-EXP,REG-COST,REG-EXP,3,REG-COST → REG-PAYROLL → REG-BANK → REG-EXP,T4_SPINE_3HOP,0,5,3,15
FAM-COST,FAM-HR,REG-COST,REG-EMP,2,REG-COST → REG-PAYROLL → REG-EMP,T3_SPINE_2HOP,0,5,4,20
FAM-COST,FAM-LEGAL,REG-COST,REG-LEGAL,3,REG-COST → REG-PAYROLL → REG-BANK → REG-LEGAL,T4_SPINE_3HOP,0,5,3,15
FAM-COST,FAM-MAT,REG-COST,REG-MAT,1,REG-COST → REG-MAT,T2_SPINE_1HOP,0,5,1,5
FAM-COST,FAM-MD,REG-COST,REG-SKU,1,REG-COST → REG-SKU,T2_SPINE_1HOP,0,5,1,5
FAM-COST,FAM-SALES,REG-COST,REG-SALES,1,REG-COST → REG-SALES,T2_SPINE_1HOP,0,5,1,5
FAM-COST,FAM-SUP,REG-COST,REG-SUP,4,REG-COST → REG-PAYROLL → REG-BANK → REG-EXP → REG-SUP,T4_SPINE_4HOP,0,5,1,5
FAM-COST,FAM-TAX-6NDFL,REG-COST,REG-TAX,2,REG-COST → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,5,5,25
FAM-COST,FAM-TAX-ENS,REG-COST,REG-TAX,2,REG-COST → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,5,5,25
FAM-COST,FAM-TAX-NDS,REG-COST,REG-TAX,2,REG-COST → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,5,5,25
FAM-COST,FAM-TAX-RSV,REG-COST,REG-TAX,2,REG-COST → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,5,6,30
FAM-COST,FAM-TAX-USN,REG-COST,REG-TAX,2,REG-COST → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,5,4,20
FAM-COST,FAM-TSUM,REG-COST,REG-SALES,1,REG-COST → REG-SALES,T2_SPINE_1HOP,0,5,3,15
FAM-COST,FAM-ZP,REG-COST,REG-PAYROLL,1,REG-COST → REG-PAYROLL,T2_SPINE_1HOP,0,5,11,55
FAM-COST,FAM-ZP-DES,REG-COST,REG-PAYROLL,1,REG-COST → REG-PAYROLL,T2_SPINE_1HOP,0,5,5,25
FAM-COST,FAM-ZP-SHOP,REG-COST,REG-PAYROLL,1,REG-COST → REG-PAYROLL,T2_SPINE_1HOP,0,5,5,25
FAM-DDS,FAM-DDS,REG-CASH,REG-CASH,0,REG-CASH,T1_SAME_REG,0,3,3,6
FAM-DDS,FAM-EXP,REG-CASH,REG-EXP,1,REG-CASH → REG-EXP,T2_SPINE_1HOP,3,3,3,9
FAM-DDS,FAM-HR,REG-CASH,REG-EMP,2,REG-CASH → REG-PAYROLL → REG-EMP,T3_SPINE_2HOP,0,3,4,12
FAM-DDS,FAM-LEGAL,REG-CASH,REG-LEGAL,2,REG-CASH → REG-BANK → REG-LEGAL,T3_SPINE_2HOP,0,3,3,9
FAM-DDS,FAM-MAT,REG-CASH,REG-MAT,3,REG-CASH → REG-PAYROLL → REG-COST → REG-MAT,T4_SPINE_3HOP,0,3,1,3
FAM-DDS,FAM-MD,REG-CASH,REG-SKU,2,REG-CASH → REG-SALES → REG-SKU,T3_SPINE_2HOP,0,3,1,3
FAM-DDS,FAM-SALES,REG-CASH,REG-SALES,1,REG-CASH → REG-SALES,T2_SPINE_1HOP,0,3,1,3
FAM-DDS,FAM-SUP,REG-CASH,REG-SUP,2,REG-CASH → REG-EXP → REG-SUP,T3_SPINE_2HOP,0,3,1,3
FAM-DDS,FAM-TAX-6NDFL,REG-CASH,REG-TAX,2,REG-CASH → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,3,5,15
FAM-DDS,FAM-TAX-ENS,REG-CASH,REG-TAX,2,REG-CASH → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,3,5,15
FAM-DDS,FAM-TAX-NDS,REG-CASH,REG-TAX,2,REG-CASH → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,3,5,15
FAM-DDS,FAM-TAX-RSV,REG-CASH,REG-TAX,2,REG-CASH → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,3,6,18
FAM-DDS,FAM-TAX-USN,REG-CASH,REG-TAX,2,REG-CASH → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,3,4,12
FAM-DDS,FAM-TSUM,REG-CASH,REG-SALES,1,REG-CASH → REG-SALES,T2_SPINE_1HOP,0,3,3,9
FAM-DDS,FAM-ZP,REG-CASH,REG-PAYROLL,1,REG-CASH → REG-PAYROLL,T2_SPINE_1HOP,17,3,11,33
FAM-DDS,FAM-ZP-DES,REG-CASH,REG-PAYROLL,1,REG-CASH → REG-PAYROLL,T2_SPINE_1HOP,0,3,5,15
FAM-DDS,FAM-ZP-SHOP,REG-CASH,REG-PAYROLL,1,REG-CASH → REG-PAYROLL,T2_SPINE_1HOP,0,3,5,15
FAM-EXP,FAM-EXP,REG-EXP,REG-EXP,0,REG-EXP,T1_SAME_REG,0,3,3,6
FAM-EXP,FAM-HR,REG-EXP,REG-EMP,3,REG-EXP → REG-CASH → REG-PAYROLL → REG-EMP,T4_SPINE_3HOP,0,3,4,12
FAM-EXP,FAM-LEGAL,REG-EXP,REG-LEGAL,2,REG-EXP → REG-BANK → REG-LEGAL,T3_SPINE_2HOP,0,3,3,9
FAM-EXP,FAM-MAT,REG-EXP,REG-MAT,4,REG-EXP → REG-CASH → REG-PAYROLL → REG-COST → REG-MAT,T4_SPINE_4HOP,0,3,1,3
FAM-EXP,FAM-MD,REG-EXP,REG-SKU,3,REG-EXP → REG-CASH → REG-SALES → REG-SKU,T4_SPINE_3HOP,0,3,1,3
FAM-EXP,FAM-SALES,REG-EXP,REG-SALES,2,REG-EXP → REG-CASH → REG-SALES,T3_SPINE_2HOP,0,3,1,3
FAM-EXP,FAM-SUP,REG-EXP,REG-SUP,1,REG-EXP → REG-SUP,T2_SPINE_1HOP,0,3,1,3
FAM-EXP,FAM-TAX-6NDFL,REG-EXP,REG-TAX,2,REG-EXP → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,5,15
FAM-EXP,FAM-TAX-ENS,REG-EXP,REG-TAX,2,REG-EXP → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,5,15
FAM-EXP,FAM-TAX-NDS,REG-EXP,REG-TAX,2,REG-EXP → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,5,15
FAM-EXP,FAM-TAX-RSV,REG-EXP,REG-TAX,2,REG-EXP → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,6,18
FAM-EXP,FAM-TAX-USN,REG-EXP,REG-TAX,2,REG-EXP → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,4,12
FAM-EXP,FAM-TSUM,REG-EXP,REG-SALES,2,REG-EXP → REG-CASH → REG-SALES,T3_SPINE_2HOP,0,3,3,9
FAM-EXP,FAM-ZP,REG-EXP,REG-PAYROLL,2,REG-EXP → REG-CASH → REG-PAYROLL,T3_SPINE_2HOP,0,3,11,33
FAM-EXP,FAM-ZP-DES,REG-EXP,REG-PAYROLL,2,REG-EXP → REG-CASH → REG-PAYROLL,T3_SPINE_2HOP,0,3,5,15
FAM-EXP,FAM-ZP-SHOP,REG-EXP,REG-PAYROLL,2,REG-EXP → REG-CASH → REG-PAYROLL,T3_SPINE_2HOP,0,3,5,15
FAM-HR,FAM-HR,REG-EMP,REG-EMP,0,REG-EMP,T1_SAME_REG,0,4,4,12
FAM-HR,FAM-LEGAL,REG-EMP,REG-LEGAL,3,REG-EMP → REG-PAYROLL → REG-BANK → REG-LEGAL,T4_SPINE_3HOP,0,4,3,12
FAM-HR,FAM-MAT,REG-EMP,REG-MAT,3,REG-EMP → REG-PAYROLL → REG-COST → REG-MAT,T4_SPINE_3HOP,0,4,1,4
FAM-HR,FAM-MD,REG-EMP,REG-SKU,3,REG-EMP → REG-PAYROLL → REG-COST → REG-SKU,T4_SPINE_3HOP,0,4,1,4
FAM-HR,FAM-SALES,REG-EMP,REG-SALES,3,REG-EMP → REG-PAYROLL → REG-COST → REG-SALES,T4_SPINE_3HOP,0,4,1,4
FAM-HR,FAM-SUP,REG-EMP,REG-SUP,4,REG-EMP → REG-PAYROLL → REG-BANK → REG-EXP → REG-SUP,T4_SPINE_4HOP,0,4,1,4
FAM-HR,FAM-TAX-6NDFL,REG-EMP,REG-TAX,2,REG-EMP → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,4,5,20
FAM-HR,FAM-TAX-ENS,REG-EMP,REG-TAX,2,REG-EMP → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,4,5,20
FAM-HR,FAM-TAX-NDS,REG-EMP,REG-TAX,2,REG-EMP → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,4,5,20
FAM-HR,FAM-TAX-RSV,REG-EMP,REG-TAX,2,REG-EMP → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,4,6,24
FAM-HR,FAM-TAX-USN,REG-EMP,REG-TAX,2,REG-EMP → REG-PAYROLL → REG-TAX,T3_SPINE_2HOP,0,4,4,16
FAM-HR,FAM-TSUM,REG-EMP,REG-SALES,3,REG-EMP → REG-PAYROLL → REG-COST → REG-SALES,T4_SPINE_3HOP,0,4,3,12
FAM-HR,FAM-ZP,REG-EMP,REG-PAYROLL,1,REG-EMP → REG-PAYROLL,T2_SPINE_1HOP,0,4,11,44
FAM-HR,FAM-ZP-DES,REG-EMP,REG-PAYROLL,1,REG-EMP → REG-PAYROLL,T2_SPINE_1HOP,0,4,5,20
FAM-HR,FAM-ZP-SHOP,REG-EMP,REG-PAYROLL,1,REG-EMP → REG-PAYROLL,T2_SPINE_1HOP,0,4,5,20
FAM-LEGAL,FAM-LEGAL,REG-LEGAL,REG-LEGAL,0,REG-LEGAL,T1_SAME_REG,0,3,3,6
FAM-LEGAL,FAM-MAT,REG-LEGAL,REG-MAT,4,REG-LEGAL → REG-BANK → REG-PAYROLL → REG-COST → REG-MAT,T4_SPINE_4HOP,0,3,1,3
FAM-LEGAL,FAM-MD,REG-LEGAL,REG-SKU,4,REG-LEGAL → REG-BANK → REG-PAYROLL → REG-COST → REG-SKU,T4_SPINE_4HOP,0,3,1,3
FAM-LEGAL,FAM-SALES,REG-LEGAL,REG-SALES,3,REG-LEGAL → REG-BANK → REG-SETTLE → REG-SALES,T4_SPINE_3HOP,0,3,1,3
FAM-LEGAL,FAM-SUP,REG-LEGAL,REG-SUP,3,REG-LEGAL → REG-BANK → REG-EXP → REG-SUP,T4_SPINE_3HOP,0,3,1,3
FAM-LEGAL,FAM-TAX-6NDFL,REG-LEGAL,REG-TAX,2,REG-LEGAL → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,5,15
FAM-LEGAL,FAM-TAX-ENS,REG-LEGAL,REG-TAX,2,REG-LEGAL → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,5,15
FAM-LEGAL,FAM-TAX-NDS,REG-LEGAL,REG-TAX,2,REG-LEGAL → REG-BANK → REG-TAX,T3_SPINE_2HOP,0,3,5,15
