period_month,sales_1c_lines,sales_1c_revenue_rub,sales_1c_cogs_rub,b2b_mercury_fact_rev_rub,delta_1c_vs_mercury_fact,status_1c_vs_fact,bank_in_operating_rub,sales_dds_income_eur,channels_1c,note
2025-04,52,2000712.0,261517.33,923825.2,1076886.8,PARTIAL_SCOPE,9987451.29,442972.36,"IM:47,B2B:5",1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2025-05,107,3596495.09,1014549.19,2111945.15,1484549.94,PARTIAL_SCOPE,8455255.1,508653.14,"IM:74,B2B:33",1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2025-06,33,1112781.0,196659.05,1083394.0,29387.0,SOFT,8970974.74,455127.3,"IM:31,B2B:2",1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2025-07,76,2125199.0,372539.15,2922454.7,-797255.7,PARTIAL_SCOPE,11248371.46,597598.62,"IM:73,B2B:3",1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2025-08,169,3660344.0,750032.64,2679923.0,980421.0,PARTIAL_SCOPE,6945670.6,191296.62,"IM:167,B2B:2",1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2025-09,34,886335.0,198399.18,1729668.85,-843333.85,PARTIAL_SCOPE,7594253.61,356630.06,"IM:33,B2B:1",1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2025-10,20,676092.0,99733.09,2353092.35,-1677000.35,GAP,11671216.51,594539.58,IM:20,1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2025-11,49,2225327.0,339204.17,1370265.25,855061.75,PARTIAL_SCOPE,16035299.31,464024.2,IM:49,1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2025-12,28,1858768.0,231601.37,1951329.95,-92561.95,SOFT,14638281.43,540003.96,IM:28,1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2026-01,86,1561180.0,429264.74,3278301.0,-1717121.0,GAP,6809723.3,237533.62,IM:86,1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2026-02,28,761200.0,127514.27,984289.0,-223089.0,PARTIAL_SCOPE,7020105.82,436789.98,IM:28,1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2026-03,20,408090.0,74856.9,1843283.0,-1435193.0,GAP,11336591.13,351345.86,IM:20,1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2026-04,68,3399021.0,673034.29,1912813.0,1486208.0,PARTIAL_SCOPE,14001458.97,658231.28,IM:68,1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2026-05,70,2080322.05,447487.21,1454851.0,625471.05,PARTIAL_SCOPE,7043214.28,376820.6,IM:70,1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
2026-06,44,1903258.0,352365.17,,,1C_ONLY,9832267.93,0,"IM:40,B2B:4",1C B2B+IM vs Mercury fact = разные периметры; bank_in не = выручка (лаги/смесь)
