sales_line_id,channel,period_year,period_month,article_raw,canonical_sku,item_id,color,name_raw,qty,sales_amount_rub,amount_meaning,store,source_file_id,source_row_id,cost_version_id,unit_cost_rub,margin_rub,margin_pct,match_status,cost_owner
SL-0fc6550727a9bd9f,TSUM,2024,,0-2668,0-2668,НЕ00866893,Черный,"Платье женское, черное, длинно(Черный/M-L)НЕ00866893",0.0,0.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r66,,,,,UNMATCHED,
SL-a485ea1d0527bb14,TSUM,2024,,0-2672,0-2672,НЕ00866895,Черный,"Юбка женская, черная, из пайет(Черный/M-L)НЕ00866895",1.0,66846.93,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r67,,,,,UNMATCHED,
SL-6b8933da8561a3a2,TSUM,2024,,0-2690,0-2690,НЕ00866896,Черный,"Блуза женская,из ткани с пайет(Черный/M-L)НЕ00866896",1.0,90870.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r68,,,,,UNMATCHED,
SL-b1733b6f640fd9e7,TSUM,2024,,0-2665,0-2665,НЕ00866897,БЕЛЫЙ,"Блуза женская, белая, из шелка(Белый/M-L)НЕ00866897",1.0,50367.6,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r69,,,,,UNMATCHED,
SL-ed8ea0a0f1a95270,TSUM,2024,,0-2665,0-2665,НЕ00866897,БЕЛЫЙ,"Блуза женская, белая, из шелка(Белый/S-M)НЕ00866897",3.0,156929.88,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r70,,,,,UNMATCHED,
SL-ca7e6f2f8a100c44,TSUM,2024,,0-2673,0-2673,НЕ00866898,Черный,"Блуза женская,из бархата стрей(Черный/M-L)НЕ00866898",1.0,66087.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r71,CV-9a26e7fd523a44fd,16500.39,49586.61,75.03,MATCHED,MERKUSHINA
SL-1dfc6237754edc36,TSUM,2024,,0-2673,0-2673,НЕ00866898,Черный,"Блуза женская,из бархата стрей(Черный/S-M)НЕ00866898",1.0,66087.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r72,CV-9a26e7fd523a44fd,16500.39,49586.61,75.03,MATCHED,MERKUSHINA
SL-749615740a5fc6b3,TSUM,2024,,T-2540,T-2540,НЕ00876450,Черный,"Блуза женская, черная с принто(Черный/L)НЕ00876450",1.0,78800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r73,,,,,UNMATCHED,
SL-4b7f634576e16566,TSUM,2024,,T-2540,T-2540,НЕ00876450,Черный,"Блуза женская, черная с принто(Черный/M-L)НЕ00876450",1.0,78800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r74,,,,,UNMATCHED,
SL-d09ba4519f573358,TSUM,2024,,T-2540,T-2540,НЕ00876450,Черный,"Блуза женская, черная с принто(Черный/S-M)НЕ00876450",2.0,157600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r75,,,,,UNMATCHED,
SL-818aa81d4e26b7e4,TSUM,2024,,T-2751,T-2751,НЕ00876451,СИНИЙ,"Юбка женская, синяя с принтом(Синий/S-M)НЕ00876451",2.0,53600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r76,,,,,UNMATCHED,
SL-aaf78043bbf6a7bc,TSUM,2024,,T-2420A/7,T-2420A,НЕ00876452,Черный,"Блуза женская, черная с принто(Черный/L)НЕ00876452",2.0,133600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r77,,,,,UNMATCHED,
SL-c4821800bd1d001c,TSUM,2024,,T-2420A/7,T-2420A,НЕ00876452,Черный,"Блуза женская, черная с принто(Черный/M-L)НЕ00876452",2.0,133600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r78,,,,,UNMATCHED,
SL-bd87eba69750653f,TSUM,2024,,T-2420A/7,T-2420A,НЕ00876452,Черный,"Блуза женская, черная с принто(Черный/S-M)НЕ00876452",2.0,133600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r79,,,,,UNMATCHED,
SL-bb2c8a922ee35e0a,TSUM,2024,,T-2754A,T-2754A,НЕ00876453,БЕЛЫЙ,"Платье женское, белое с принто(Белый/M-L)НЕ00876453",1.0,49300.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r80,CV-ebd04cd95ff4da3e,13974.42,35325.58,71.65,MATCHED,MERKUSHINA
SL-d5e8d36a384d01df,TSUM,2024,,T-2754A,T-2754A,НЕ00876453,БЕЛЫЙ,"Платье женское, белое с принто(Белый/S-M)НЕ00876453",4.0,197200.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r81,CV-ebd04cd95ff4da3e,13974.42,141302.32,71.65,MATCHED,MERKUSHINA
SL-da88efbcc8c3ab56,TSUM,2024,,T-2541/2,T-2541,НЕ00876455,Голубой,"Брюки женские, голубые с принт(Голубой/M-L)НЕ00876455",1.0,47702.19,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r82,CV-6452e36061ecce6a,14130.0,33572.19,70.38,MATCHED,ZHUKOVA
SL-cd74bfad21664be1,TSUM,2024,,T-2541/2,T-2541,НЕ00876455,Голубой,"Брюки женские, голубые с принт(Голубой/S-M)НЕ00876455",1.0,48000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r83,CV-6452e36061ecce6a,14130.0,33870.0,70.56,MATCHED,ZHUKOVA
SL-19ad1b2aa2a5e574,TSUM,2024,,T-2573A/1,T-2573A,НЕ00876456,БЕЛЫЙ,"Шорты женские, белые с принтом(Белый/M-L)НЕ00876456",1.0,18800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r84,,,,,UNMATCHED,
SL-34713a45d1a382dc,TSUM,2024,,T-2540/2,T-2540,НЕ00876457,Голубой,"Блуза женская, голубая с принт(Голубой/S-M)НЕ00876457",4.0,312046.14,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r85,,,,,UNMATCHED,
SL-2b2d054aac860f3c,TSUM,2024,,T-2752,T-2752,НЕ00876458,Черный,"Блуза женская, черная с принто(Черный/L)НЕ00876458",2.0,133600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r86,,,,,UNMATCHED,
SL-944633a73b95e9c2,TSUM,2024,,T-2752,T-2752,НЕ00876458,Черный,"Блуза женская, черная с принто(Черный/M-L)НЕ00876458",2.0,133600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r87,,,,,UNMATCHED,
SL-dff3941b10cc38b4,TSUM,2024,,T-2752,T-2752,НЕ00876458,Черный,"Блуза женская, черная с принто(Черный/S-M)НЕ00876458",3.0,200400.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r88,,,,,UNMATCHED,
SL-ebd693ee203a23d0,TSUM,2024,,T-2753,T-2753,НЕ00876459,СИНИЙ,"Блуза женская, синяя с принтом(Синий/S-M)НЕ00876459",2.0,116572.85,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r89,,,,,UNMATCHED,
SL-dc59ac24cc8bfe25,TSUM,2024,,T-2401B/3,T-2401B,НЕ00876460,БЕЛЫЙ,"Брюки женские, белые с принтом(Белый/M-L)НЕ00876460",1.0,48000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r90,,,,,UNMATCHED,
SL-3e52ca77b6e102bf,TSUM,2024,,T-2420A/1,T-2420A,НЕ00876461,БЕЛЫЙ,"Блуза женская, белая с принтом(Белый/M-L)НЕ00876461",2.0,133600.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r91,,,,,UNMATCHED,
SL-4eefc0beee2d8278,TSUM,2024,,T-2420A/1,T-2420A,НЕ00876461,БЕЛЫЙ,"Блуза женская, белая с принтом(Белый/S-M)НЕ00876461",1.0,66800.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r92,,,,,UNMATCHED,
SL-d8d1e230c94d96c4,TSUM,2024,,T-2556B,T-2556B,НЕ00876462,Черный,"Брюки женские, черные с принто(Черный/L)НЕ00876462",3.0,144000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r93,,,,,UNMATCHED,
SL-3b46a4d86faec1ed,TSUM,2024,,T-2556B,T-2556B,НЕ00876462,Черный,"Брюки женские, черные с принто(Черный/M-L)НЕ00876462",5.0,240000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r94,,,,,UNMATCHED,
SL-7f64c8ec35b3c187,TSUM,2024,,T-2556B,T-2556B,НЕ00876462,Черный,"Брюки женские, черные с принто(Черный/S-M)НЕ00876462",1.0,48000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r95,,,,,UNMATCHED,
SL-414476015bc872ee,TSUM,2024,,T-2560A/1,T-2560A,НЕ00876463,БЕЛЫЙ,"Пальто-халат женское, белое с(Белый/S-M)НЕ00876463",3.0,200400.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r96,,,,,UNMATCHED,
SL-e27989c2d4e0fd6b,TSUM,2024,,T-2050B/3,T-2050B,НЕ00876464,зеленый,"Шорты женские, зеленые с принт(Зеленый/M-L)НЕ00876464",1.0,14000.0,"TSUM Sales Cost RUR (transfer/wholesale-like, not retail check)",TSUM,FILE-057,r97,,,,,UNMATCHED,
