sales_line_id,canonical_sku,channel,sale_cat,bom_cat,sale_name,bom_name,old_cogs,new_cogs,old_source,old_margin,new_margin,cost_version_id,fix_type
SL-e9e8fb21da841433,T-2910,TSUM,блуза,майка,"Блуза-топ женский, розовый, из шелка, с декором ""сетка с камнями""",Топ-майка сетка со стразами,91221.93,15849.93,FILE,42128.07,117500.07,CV-30dc1a0767b2c268,CATEGORY_MISMATCH
SL-cf6e8a15ba49edee,T-2910,TSUM,блуза,майка,"Блуза-топ женский, розовый, из шелка, с декором ""сетка с камнями""",Топ-майка сетка со стразами,71043.89,15849.93,FILE,42128.07,97322.03,CV-30dc1a0767b2c268,CATEGORY_MISMATCH
SL-97d90ef9e4c56c46,T-2923,TSUM,блуза,майка,"Блуза-топ женский, черный, из шелка, с декором ""сетка с камнями""",Топ-майка сетка со стразами,86093.25,15498.52,FILE,42479.48,113074.21,CV-9c01fe23c1cfba8a,CATEGORY_MISMATCH
SL-97754fa8693f24e8,T-2923,TSUM,блуза,майка,"Блуза-топ женский, черный, из шелка, с декором ""сетка с камнями""",Топ-майка сетка со стразами,90870.52,15498.52,FILE,42479.48,117851.48,CV-9c01fe23c1cfba8a,CATEGORY_MISMATCH
SL-e6d4f9d628d4f7bd,T-2923,TSUM,блуза,майка,"Блуза-топ женский, черный, из шелка, с декором ""сетка с камнями""",Топ-майка сетка со стразами,90870.52,15498.52,FILE,42479.48,117851.48,CV-9c01fe23c1cfba8a,CATEGORY_MISMATCH
SL-abe049c04d70d5dd,T-3187A,TSUM,платье,пальто,"Платье женское, голубое, из стрейч бархата, длина миди",Платье миди темно-синий стрейч бархат В ТОН ПАЛЬТО 0-3102,95645.22,22462.05,FILE,31434.78,104617.95,CV-ef35f6b857d8b3cd,CATEGORY_MISMATCH
SL-88e790357017ec74,T-3187A,TSUM,платье,пальто,"Платье женское, голубое, из стрейч бархата, длина миди",Платье миди темно-синий стрейч бархат В ТОН ПАЛЬТО 0-3102,95645.22,22462.05,FILE,31434.78,104617.95,CV-ef35f6b857d8b3cd,CATEGORY_MISMATCH
SL-47d04f4f75b33299,T-3187A,TSUM,платье,пальто,"Платье женское, голубое, из стрейч бархата, длина миди",Платье миди темно-синий стрейч бархат В ТОН ПАЛЬТО 0-3102,95645.22,22462.05,FILE,31434.78,104617.95,CV-ef35f6b857d8b3cd,CATEGORY_MISMATCH
SL-7106455b7d9a8dbd,T-3187A,TSUM,платье,пальто,"Платье женское, темно-синее, из стрейч бархата, длина миди",Платье миди темно-синий стрейч бархат В ТОН ПАЛЬТО 0-3102,84962.05,22462.05,FILE,32787.95,95287.95,CV-ef35f6b857d8b3cd,CATEGORY_MISMATCH
SL-5c5eee49183369ed,T-3187A,TSUM,платье,пальто,"Платье женское, темно-синее, из стрейч бархата, длина миди",Платье миди темно-синий стрейч бархат В ТОН ПАЛЬТО 0-3102,116754.1,44924.1,FILE,65575.9,137405.9,CV-ef35f6b857d8b3cd,CATEGORY_MISMATCH
SL-77644c0dd0b0bd47,T-3187A,TSUM,платье,пальто,"Платье женское, темно-синее, из стрейч бархата, длина миди",Платье миди темно-синий стрейч бархат В ТОН ПАЛЬТО 0-3102,94292.05,22462.05,FILE,32787.95,104617.95,CV-ef35f6b857d8b3cd,CATEGORY_MISMATCH
SL-6f8038e3c3923a98,0-3073A,TSUM,свитшот,блуза,"Свитшот женский, белый, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",БЛУЗА,25755.37,8236.0,FILE,15495.14,33014.51,CV-3fc63edbb413c06c,CATEGORY_MISMATCH
SL-18e3f126aee585c2,0-3073A,TSUM,свитшот,блуза,"Свитшот женский, белый, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",БЛУЗА,17511.94,8236.0,FILE,16307.0,25582.94,CV-3fc63edbb413c06c,CATEGORY_MISMATCH
SL-8f8dc606c8743dd2,T-1444A,TSUM,свитшот,худи,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", удлененный с капюшоном",Худи с капюшоном Дерево,42618.05,7298.82,FILE,19941.95,55261.18,CV-4c1d30852ba664fd,CATEGORY_MISMATCH
SL-99784b0c796d1313,T-1444A,TSUM,свитшот,худи,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", удлененный с капюшоном",Худи с капюшоном Дерево,40773.72,14597.65,FILE,39883.9,66059.97,CV-4c1d30852ba664fd,CATEGORY_MISMATCH
SL-919d647c2ab79865,T-1444A,TSUM,свитшот,худи,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", удлененный с капюшоном",Худи с капюшоном Дерево,39036.18,7298.82,FILE,19941.95,51679.31,CV-4c1d30852ba664fd,CATEGORY_MISMATCH
SL-4dbb32c7ba1cf8e2,T-1444A,TSUM,свитшот,худи,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", удлененный с капюшоном",Худи с капюшоном Дерево,37390.05,7298.82,FILE,19941.95,50033.18,CV-4c1d30852ba664fd,CATEGORY_MISMATCH
