bank_payment_id,period_month,payment_date,amount,counterparty_raw,purpose,source_file_id
41e3430250a8f449,2025-12,2025-12-24,612859.1,Казначейство России (ФНС России),"единый налоговый платеж (НДФЛ за декабрь, страх.взносы за ноябрь). НДС не облагается",FILE-014
2329e56cd3b76db2,2025-12,2025-12-25,444930.0,Казначейство России (ФНС России),единый налоговый платеж (1/3НДС за 3 кв). НДС не облагается,FILE-014
67bad9927cf342ea,2026-01,2026-01-27,260000.0,Казначейство России (ФНС России),единый налоговый платеж (1/3НДС за 4 кв). НДС не облагается,FILE-015
1e5a0ff7a96c08bb,2026-01,2026-01-29,370000.0,Казначейство России (ФНС России),единый налоговый платеж (1/3НДС за 4 кв). НДС не облагается,FILE-015
1920eef3a4b553a3,2026-03,2026-03-02,150000.0,Казначейство России (ФНС России),единый налоговый платеж (1/3НДС за 4 кв). НДС не облагается,FILE-015
9acfd6668d6236ef,2026-03,2026-03-02,658887.0,Казначейство России (ФНС России),единый налоговый платеж (страх взносы за январь 2026). НДС не облагается,FILE-015
77cea5123ca305dc,2026-03,2026-03-27,721079.0,Казначейство России (ФНС России),единый налоговый платеж (НДС 1/3 за 4 кв. 2025). НДС не облагается,FILE-015
981cc587508df977,2026-03,2026-03-27,1110917.39,Казначейство России (ФНС России),"единый налоговый платеж (страх взносы за февраль 2026, НДФЛ за март). НДС не облагается",FILE-015
90c568802ac047fd,2026-04,2026-04-28,1256587.0,Казначейство России (ФНС России),единый налоговый платеж (УСН за 2025 год). НДС не облагается,FILE-015
b5ecd6a7a992860b,2026-04,2026-04-28,300888.0,Казначейство России (ФНС России),единый налоговый платеж (страх.взносы 1% свыше 300тр за 2025 г ). НДС не облагается,FILE-015
dbf66024c767d72b,2026-05,2026-05-28,1151180.13,Казначейство России (ФНС России),"единый налоговый платеж (НДФЛ за май, страх.взносы за апрель 2026). НДС не облагается",FILE-015
92c357aa16343d88,2026-05,2026-05-28,481001.0,Казначейство России (ФНС России),единый налоговый платеж (НДС 1/3 за 1 кв. 2026). НДС не облагается,FILE-015
1f4081ce7970f670,2026-06,2026-06-15,179748.0,Казначейство России (ФНС России),единый налоговый платеж (НДС 1/3 за 1 кв. 2026). НДС не облагается,FILE-015
c47a655f83d0ab10,2024-01,2024-01-15,57465.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за январь),FILE-008
6e65510b6f776402,2024-02,2024-02-06,4398.92,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за январь 2024 г. НДС не облагается,FILE-008
5fff3a29936120ef,2024-02,2024-02-06,5987.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за январь),FILE-008
63ef3cced95d9aa6,2024-02,2024-02-06,406816.68,Казначейство России (ФНС России),"Единый налоговый платеж (страх.взносы за январь, УСН за 4 кв. 2023)",FILE-008
f96b1db168fcf306,2024-02,2024-02-15,130059.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за февраль 2024),FILE-008
2e10d5670d4c24a0,2024-03,2024-03-24,4170.79,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за февраль 2024 г. НДС не облагается,FILE-008
8b2324a78d5d9bc0,2024-03,2024-03-24,383983.47,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за март, страх. взн за февраль 2024)",FILE-008
b04171adc4a03df8,2024-03,2024-03-27,2080.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за март 2024),FILE-008
2729c61f5f97f7e4,2024-04,2024-04-01,4196.33,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за март 2024 г. НДС не облагается,FILE-008
0dcf8c42741ee632,2024-04,2024-04-08,30476.0,Казначейство России (ФНС России),Единый налоговый платеж,FILE-008
a9fc9b097f2f0f9b,2024-04,2024-04-13,1000.0,УФК ПО Г. МОСКВЕ (ОСП ПО ЗЕЛЕНОГРАДСКОМ У АО ГУФССП РОССИИ ПО Г. МОСКВЕ Л/С 05731848750),Оплата задолженности по ИП № 177212/24/77012-ИП от 25.03.2024 в отношении ДЕКОР О. 1. НДС не облагается,FILE-008
debcb8ffe92bcfa1,2024-04,2024-04-13,113738.0,Казначейство России (ФНС России),Единый налоговый платеж (УСН1кв и тр.налог),FILE-008
b1f031ab8e2f68a3,2024-04,2024-04-24,113980.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за апрель 2024),FILE-008
a60f28470a584130,2024-04,2024-04-27,246889.34,Казначейство России (ФНС России),Единый налоговый платеж (страх.взн за март 2024),FILE-008
3efef0c9f976bba4,2024-05,2024-05-21,70300.0,Казначейство России (ФНС России),Единый налоговый платеж (требование 5143),FILE-008
8865e3e0a5fb2fb2,2024-05,2024-05-24,250000.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за май и страх. взн за апрель 2024),FILE-008
c7b96de2ccf2c8aa,2024-06,2024-06-07,3434.15,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за май 2024 г. НДС не облагается,FILE-008
d82946e910405320,2024-06,2024-06-07,3455.28,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за апрель 2024 г. НДС не облагается,FILE-008
3ad5ffe25b4c7fea,2024-06,2024-06-13,7288.63,Казначейство России (ФНС России),Единый налоговый платеж,FILE-008
6d5765e08381a80b,2024-07,2024-07-02,3453.16,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за июнь 2024 г. НДС не облагается,FILE-008
e5bf2b6250740b9c,2024-07,2024-07-02,14132.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ),FILE-008
a050bb5d7cad528a,2024-07,2024-07-10,292596.42,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ и страх. взносы) по Требованию № 9014,FILE-008
674b2c4c484d2c9b,2024-07,2024-07-23,230540.0,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ, УСН 2 кв, тр. налог)",FILE-008
822a0dfb728615ef,2024-07,2024-07-29,191211.06,Казначейство России (ФНС России),Единый налоговый платеж (страх.взносы за июнь),FILE-008
5e99e79ea4eb6b16,2024-08,2024-08-01,3333.33,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за июль 2024 г. НДС не облагается,FILE-008
ba35d3b420ecfe02,2024-08,2024-08-01,10163.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ июль),FILE-008
538bf69924f53fa6,2024-08,2024-08-26,280128.51,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ авг, страх. взносы июль)",FILE-008
afd3fefb900026a2,2024-09,2024-09-02,3066.75,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за август 2024 г. НДС не облагается,FILE-008
65debe52907ed5c8,2024-09,2024-09-12,2600.0,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ, пени)",FILE-008
b60883a4c91fa8d3,2024-09,2024-09-26,240044.94,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ сент, страх. взносы авг)",FILE-008
3b2721fca037a6d2,2024-10,2024-10-03,2819.4,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за сентябрь 2024 г. НДС не облагается,FILE-008
a78662a642fd5b7a,2024-10,2024-10-23,360000.0,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ окт, страх. взносы сент, тр.налог, УСН)",FILE-008
80e01f7b4cb522ce,2024-10,2024-10-25,54662.83,Казначейство России (ФНС России),Единый налоговый платеж (доплата УСН 3 кв 2024),FILE-008
d99538c86648fa5a,2024-10,2024-10-29,2785.0,Казначейство России (ФНС России),Единый налоговый платеж,FILE-008
8d4484d25bae3b20,2024-11,2024-11-24,145540.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за ноябрь),FILE-008
5404947b100dfd8c,2024-11,2024-11-26,4302.26,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за октябрь 2024 г. НДС не облагается,FILE-008
330590b5d1686952,2024-11,2024-11-26,221947.08,Казначейство России (ФНС России),Единый налоговый платеж (страх.взносы за окт),FILE-008
b6f974e22dea12da,2024-12,2024-12-02,4362.45,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за ноябрь 2024 г. НДС не облагается,FILE-008
5cd78539ce601ef4,2024-12,2024-12-24,361821.24,Казначейство России (ФНС России),"Единый налоговый платеж (страх.взносы за ноябрь, НДФЛ за дек)",FILE-008
21249260e8bd5b4c,2024-12,2024-12-28,4047.38,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за декабрь 2024 г. НДС не облагается,FILE-008
16a9bf5307efad03,2024-12,2024-12-28,9743.1,Казначейство России (ФНС России),Единый налоговый платеж (штраф по реш. 6498 от 13.12.2024),FILE-008
b65410131828660f,2024-12,2024-12-28,127825.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за дек),FILE-008
ff9a34f83cf74a81,2025-01,2025-01-27,258746.63,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за янв, страх. взн. за дек)",FILE-008
70a5b987e003175d,2025-02,2025-02-05,3987.06,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за январь 2025 г. НДС не облагается,FILE-008
b60a100cab473ed4,2025-02,2025-02-05,127017.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за янв),FILE-008
613985bdd8c7b1f2,2025-02,2025-02-17,286430.54,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за февр, страх.взн. за янв, тр.налог за 4кв)",FILE-008
4779200ae40e0f78,2025-03,2025-03-03,4148.6,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за февраль 2025 г. НДС не облагается,FILE-008
0978170e8a74621b,2025-03,2025-03-18,117389.0,Казначейство России (ФНС России),Единый налоговый платеж (УСН 4 кв 2024),FILE-008
bafeb730a59af126,2025-03,2025-03-27,367351.2,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за март, страх. взн за февр)",FILE-008
408a8094451e17c2,2025-04,2025-04-03,4306.29,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за март 2025 г. НДС не облагается,FILE-008
2dda8fad6cb9de2f,2025-04,2025-04-11,121101.0,Казначейство России (ФНС России),Единый налоговый платеж (УСН 1 кв),FILE-008
478fb360560846ab,2025-04,2025-04-21,386038.07,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за апрель, страх.взн за март, аванс трансп.налога за 1 кв. 25)",FILE-008
b3c9b88c0034e9ed,2025-04,2025-04-30,4217.09,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за апрель 2025 г. НДС не облагается,FILE-008
f9caa7148d621379,2025-04,2025-04-30,83235.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за апрель),FILE-008
58493e677e5e87c0,2025-05,2025-05-23,287462.0,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за май, страх. взн за апрель)",FILE-008
47b8516dd8e89f5d,2025-06,2025-06-02,4285.29,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за май 2025 г. НДС не облагается,FILE-008
1a42932b2c442e90,2025-06,2025-06-02,5401.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за май),FILE-008
9e70173a3f778f74,2025-06,2025-06-24,364702.31,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за июнь, страх. взн за май)",FILE-008
0985f34f8e6e9d87,2025-07,2025-07-08,16246.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за июнь),FILE-008
fa3f7650b5f024f7,2025-07,2025-07-10,4477.34,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за июнь 2025 г. НДС не облагается,FILE-008
f6174530c24a86b3,2025-07,2025-07-29,155229.0,Казначейство России (ФНС России),"Единый налоговый платеж (УСН 2 кв, трансп. налог за 2 кв)",FILE-008
21c3f4b34ca7434c,2025-07,2025-07-29,416312.3,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за июль, страх. взн за июнь)",FILE-008
80ef0550ebb982f7,2025-07,2025-07-31,38759.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за июль),FILE-008
394d33b10cbb8add,2025-08,2025-08-04,5661.33,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за июль 2025 г. НДС не облагается,FILE-008
3d45c9733a948729,2025-08,2025-08-22,376782.06,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за август, страх.взносы за июль)",FILE-008
93622dd8313b22c5,2025-09,2025-09-01,4593.04,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за август 2025 г. НДС не облагается,FILE-008
d08dec5d543f6e0d,2025-09,2025-09-01,56024.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за август),FILE-008
550b62d551ec3e66,2025-09,2025-09-26,260446.29,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за сентябрь, страх.взносы за август)",FILE-008
f6764d7dfdf5cf9b,2025-10,2025-10-13,15167.3,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),"Оплата взносов НСиПЗ за сентябрь 2025 г., в том числе погашение долга за июль и август НДС не облагается",FILE-008
229f67b4a84fbdba,2025-10,2025-10-21,170488.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за октябрь),FILE-008
9c2d568fa6a809e7,2025-10,2025-10-28,77608.71,Казначейство России (ФНС России),Единый налоговый платеж (УСН с учетом переплаты за 3 кв),FILE-008
50e33ae1b503a754,2025-10,2025-10-28,208715.3,Казначейство России (ФНС России),Единый налоговый платеж (страх.взносы за сентябрь),FILE-008
da739b71bd5cba74,2025-11,2025-11-11,4264.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за октябрь),FILE-008
bb173655ef23142a,2025-11,2025-11-21,399534.47,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за ноябрь, страх. взносы за октябрь)",FILE-008
a9b7918b91d43e18,2025-12,2025-12-08,128.32,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Доплата взносов НСиПЗ за ноябрь 2025 г. НДС не облагается,FILE-008
522947175a19aa0e,2025-12,2025-12-13,14.07,Казначейство России (ФНС России),Единый налоговый платеж (пени),FILE-008
55ad01d6ef2bf733,2025-12,2025-12-18,395135.4,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за декабрь, страх. взносы за ноябрь)",FILE-008
70b40d51ae9de745,2025-12,2025-12-30,153892.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за декабрь),FILE-008
ca913bd4fee06e23,2026-01,2026-01-14,191261.0,Казначейство России (ФНС России),Единый налоговый платеж (УСН за 4 кв 2025),FILE-008
684b51671a312326,2026-01,2026-01-14,259108.22,Казначейство России (ФНС России),Единый налоговый платеж (страх. взносы за декабрь 2025),FILE-008
27432498ef9245ab,2026-01,2026-01-19,6792.06,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Оплата взносов НСиПЗ за декабрь 2025 г НДС не облагается,FILE-008
9771e500db226560,2026-01,2026-01-27,10200.0,Казначейство России (ФНС России),Единый налоговый платеж (трансп. налог за 4 кв 2025),FILE-008
cf6d07bacb9edf48,2026-04,2026-04-24,10200.0,Казначейство России (ФНС России),Единый налоговый платеж (трансп. налог за 1 кв 2026),FILE-008
fad236e9cc399fa4,2026-06,2026-06-18,24383.7,Казначейство России (ФНС России),Единый налоговый платеж (страх.взносы за 1 кв 2026) ИТОГО за период с 01.01.2024 по 22.06.2026 ДЕБЕТ КРЕДИТ ИСХОДЯЩИЙ ОС,FILE-008
def1df30a22a318d,2024-02,2024-02-15,270867.91,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ и страх. взносы январь-февраль) НДС не облагается,FILE-010
398f3761e1ccad89,2024-02,2024-02-20,33.8,УФК по г. Москве (Департамент городского имущества г. Москвы л/с 04732071000),Пени по финансово-лицевому счету № 00- 00387/20-001 НДС не облагается,FILE-010
8c19157a6a223ad7,2024-02,2024-02-20,69.75,УФК по г. Москве (Департамент городского имущества г. Москвы л/с 04732071000),Пени по финансово-лицевому счету № 00- 00771/18-001 НДС не облагается,FILE-010
23bfda39b7a0bf59,2024-02,2024-02-27,9.59,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
9a6eb0cbfb9d27e5,2024-02,2024-02-27,500.0,Казначейство России (ФНС России),Единый налоговый платеж (штраф по реш. 755 от 26.02.2024) НДС не облагается,FILE-010
30d92e7b387648ad,2024-02,2024-02-27,2533.17,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
9030cbee1923e5e6,2024-03,2024-03-15,23.59,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
6bc22cf002fc5ae1,2024-03,2024-03-25,2414.94,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
9f25bf39eb883883,2024-03,2024-03-25,273643.39,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ и страх. взносы февраль-март) НДС не облагается,FILE-010
d7ecda8984457069,2024-04,2024-04-01,3749.97,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
b449bb85a1c24b8e,2024-05,2024-05-03,2700000.0,Казначейство России (ФНС России),Единый налоговый платеж НДС не облагается,FILE-010
fda2b994710f7ced,2024-05,2024-05-06,4099.86,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
001ffd8a4b0db76d,2024-05,2024-05-06,129852.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за апрель) НДС не облагается,FILE-010
b35c086c3a4a8410,2024-05,2024-05-22,294200.0,Казначейство России (ФНС России),Единый налоговый платеж НДС не облагается,FILE-010
f2c5e46def915cf5,2024-05,2024-05-28,53852.0,Казначейство России (ФНС России),Единый налоговый платеж НДС не облагается,FILE-010
4dbee333871ed8bb,2024-06,2024-06-07,4030.35,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
52ac6a6464982904,2024-06,2024-06-21,27.74,УФК по г.Москве (ОСФР ПО Г. МОСКВЕ И МОСКОВСКОЙ ОБЛАСТИ),Требование об уплате пени за несвоевременную уплату страховых взносов НДС не облагается,FILE-010
b086b307209d9883,2024-06,2024-06-21,424698.52,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ июнь и страх. взносы май) НДС не облагается,FILE-010
3a6a3537925a820a,2024-07,2024-07-02,4116.75,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
6d62d974e2c6b495,2024-07,2024-07-02,15298.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ ) НДС не облагается,FILE-010
4ddab479658bf13d,2024-07,2024-07-12,212267.9,Казначейство России (ФНС России),Единый налоговый платеж НДС не облагается,FILE-010
b0804feefc510e0c,2024-08,2024-08-01,3645.38,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
4045b84bd5223790,2024-08,2024-08-01,4276.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за июль) НДС не облагается,FILE-010
8240240b832fb014,2024-08,2024-08-27,248840.29,Казначейство России (ФНС России),Единый налоговый платеж НДС не облагается,FILE-010
429a01503e90c293,2024-08,2024-08-30,41159.71,Казначейство России (ФНС России),Единый налоговый платеж НДС не облагается,FILE-010
fb327f1f878b745b,2024-09,2024-09-02,1530.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ) НДС не облагается,FILE-010
1da99d2d56bc99a0,2024-09,2024-09-02,3719.61,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
29909f4c7410899d,2024-09,2024-09-12,4399.05,Казначейство России (ФНС России),Единый налоговый платеж НДС не облагается,FILE-010
1facdfda6170645b,2024-09,2024-09-26,382742.87,Казначейство России (ФНС России),"Единый налоговый платеж (НДФЛ за сент, страх. взн. за авг) НДС не облагается",FILE-010
7c1ea5e173b2b710,2024-10,2024-10-01,350.0,Казначейство России (ФНС России),Единый налоговый платеж (НДФЛ за сент) НДС не облагается,FILE-010
c4c1ec054911cf91,2024-10,2024-10-11,13.46,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
0de818ecb9ce24c0,2024-10,2024-10-11,2847.72,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
1abb2e7055849f1c,2024-10,2024-10-25,650000.0,Казначейство России (ФНС России),"Единый налоговый платеж (УСН, НДФЛ, страх взн) НДС не облагается",FILE-010
3648db5fa7f0ad18,2024-11,2024-11-26,4577.03,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
25f5aeedb3cd7caa,2024-11,2024-11-26,207351.0,Казначейство России (ФНС России),Единый налоговый платеж ( НДФЛ) НДС не облагается,FILE-010
8ef397da0f919417,2024-11,2024-11-26,281738.27,Казначейство России (ФНС России),Единый налоговый платеж ( страх.взносы) НДС не облагается,FILE-010
141203df62d22680,2024-12,2024-12-05,4234.97,УФК по г. Москве (Отделение Фонда пенсионного и социального страхования Российской Федерации по г. Москве и Московской области л/с 04734Ф73010),Страховые взносы в СФР на обязательное социальное страхование от несчастных случаев на производстве и профессиональных з,FILE-010
